time,lat,lon,pre
1926-05-16,4.25,-73.25,297.7
1926-05-16,4.75,-74.75,124.200005
1926-05-16,4.75,-74.25,97.3
1926-05-16,4.75,-73.75,83.9
1926-05-16,4.75,-73.25,269.6
1926-05-16,5.25,-74.75,168.6
1926-05-16,5.25,-74.25,166.3
1926-05-16,5.25,-73.75,60.8
1926-05-16,5.25,-73.25,94.9
1926-06-16,3.75,-74.75,174.40001
1926-06-16,3.75,-74.25,264.4
1926-06-16,3.75,-73.75,905.5
1926-06-16,3.75,-73.25,570.10004
1926-06-16,4.25,-74.75,200.7
1926-06-16,4.25,-74.25,198.0
1926-06-16,4.25,-73.75,905.9
1926-06-16,4.25,-73.25,690.60004
1926-06-16,4.75,-74.75,172.90001
1926-06-16,4.75,-74.25,140.3
1926-06-16,4.75,-73.75,210.5
1926-06-16,4.75,-73.25,744.0
1926-06-16,5.25,-74.75,217.3
1926-06-16,5.25,-74.25,225.8
1926-06-16,5.25,-73.75,124.5
1926-06-16,5.25,-73.25,252.90001
1926-07-16,3.75,-74.75,78.8
1926-07-16,3.75,-74.25,177.1
1926-07-16,3.75,-73.75,533.60004
1926-07-16,3.75,-73.25,355.2
1926-07-16,4.25,-74.75,75.6
1926-07-16,4.25,-74.25,124.200005
1926-07-16,4.25,-73.75,660.10004
1926-07-16,4.25,-73.25,420.0
1926-07-16,4.75,-74.75,68.8
1926-07-16,4.75,-74.25,64.8
1926-07-16,4.75,-73.75,137.40001
1926-07-16,4.75,-73.25,498.5
1926-07-16,5.25,-74.75,109.4
1926-07-16,5.25,-74.25,112.5
1926-07-16,5.25,-73.75,72.3
1926-07-16,5.25,-73.25,189.7
1926-08-16,3.75,-74.75,94.4
1926-08-16,3.75,-74.25,166.8
1926-08-16,3.75,-73.75,587.2
1926-08-16,3.75,-73.25,352.9
1926-08-16,4.25,-74.75,101.200005
1926-08-16,4.25,-74.25,110.1
1926-08-16,4.25,-73.75,581.0
1926-08-16,4.25,-73.25,389.80002
1926-08-16,4.75,-74.75,89.9
1926-08-16,4.75,-74.25,74.700005
1926-08-16,4.75,-73.75,126.6
1926-08-16,4.75,-73.25,513.4
1926-08-16,5.25,-74.75,146.6
1926-08-16,5.25,-74.25,144.3
1926-08-16,5.25,-73.75,78.4
1926-08-16,5.25,-73.25,188.90001
1926-09-16,3.75,-74.75,84.4
1926-09-16,3.75,-74.25,88.1
1926-09-16,3.75,-73.75,338.30002
1926-09-16,3.75,-73.25,215.0
1926-09-16,4.25,-74.75,110.3
1926-09-16,4.25,-74.25,66.700005
1926-09-16,4.25,-73.75,263.7
1926-09-16,4.25,-73.25,231.3
1926-09-16,4.75,-74.75,102.1
1926-09-16,4.75,-74.25,105.700005
1926-09-16,4.75,-73.75,62.8
1926-09-16,4.75,-73.25,248.5
1926-09-16,5.25,-74.75,157.40001
1926-09-16,5.25,-74.25,151.3
1926-09-16,5.25,-73.75,52.5
1926-09-16,5.25,-73.25,83.6
1926-10-16,3.75,-74.75,331.9
1926-10-16,3.75,-74.25,226.3
1926-10-16,3.75,-73.75,680.5
1926-10-16,3.75,-73.25,409.6
1926-10-16,4.25,-74.75,352.4
1926-10-16,4.25,-74.25,194.2
1926-10-16,4.25,-73.75,445.30002
1926-10-16,4.25,-73.25,483.4
1926-10-16,4.75,-74.75,328.1
1926-10-16,4.75,-74.25,196.90001
1926-10-16,4.75,-73.75,164.6
1926-10-16,4.75,-73.25,359.9
1926-10-16,5.25,-74.75,454.80002
1926-10-16,5.25,-74.25,340.2
1926-10-16,5.25,-73.75,165.5
1926-10-16,5.25,-73.25,152.6
1926-11-16,3.75,-74.75,286.4
1926-11-16,3.75,-74.25,138.8
1926-11-16,3.75,-73.75,433.80002
1926-11-16,3.75,-73.25,187.6
1926-11-16,4.25,-74.75,227.6
1926-11-16,4.25,-74.25,110.4
1926-11-16,4.25,-73.75,234.5
1926-11-16,4.25,-73.25,254.0
1926-11-16,4.75,-74.75,206.1
1926-11-16,4.75,-74.25,119.200005
1926-11-16,4.75,-73.75,93.8
1926-11-16,4.75,-73.25,173.90001
1926-11-16,5.25,-74.75,274.4
1926-11-16,5.25,-74.25,211.0
1926-11-16,5.25,-73.75,96.700005
1926-11-16,5.25,-73.25,81.200005
1926-12-16,3.75,-74.75,331.0
1926-12-16,3.75,-74.25,96.5
1926-12-16,3.75,-73.75,485.30002
1926-12-16,3.75,-73.25,139.1
1926-12-16,4.25,-74.75,236.1
1926-12-16,4.25,-74.25,93.1
1926-12-16,4.25,-73.75,236.40001
1926-12-16,4.25,-73.25,184.1
1926-12-16,4.75,-74.75,212.5
1926-12-16,4.75,-74.25,123.0
1926-12-16,4.75,-73.75,83.8
1926-12-16,4.75,-73.25,165.3
1926-12-16,5.25,-74.75,283.0
1926-12-16,5.25,-74.25,246.1
1926-12-16,5.25,-73.75,76.3
1926-12-16,5.25,-73.25,58.9
1927-01-16,3.75,-74.75,125.5
1927-01-16,3.75,-74.25,55.7
1927-01-16,3.75,-73.75,124.3
1927-01-16,3.75,-73.25,47.100002
1927-01-16,4.25,-74.75,110.700005
1927-01-16,4.25,-74.25,45.5
1927-01-16,4.25,-73.75,111.4
1927-01-16,4.25,-73.25,38.100002
1927-01-16,4.75,-74.75,89.1
1927-01-16,4.75,-74.25,72.0
1927-01-16,4.75,-73.75,34.2
1927-01-16,4.75,-73.25,49.4
1927-01-16,5.25,-74.75,105.6
1927-01-16,5.25,-74.25,130.5
1927-01-16,5.25,-73.75,30.2
1927-01-16,5.25,-73.25,16.4
1927-02-15,3.75,-74.75,110.9
1927-02-15,3.75,-74.25,58.0
1927-02-15,3.75,-73.75,144.3
1927-02-15,3.75,-73.25,57.600002
1927-02-15,4.25,-74.75,115.8
1927-02-15,4.25,-74.25,50.5
1927-02-15,4.25,-73.75,121.8
1927-02-15,4.25,-73.25,88.3
1927-02-15,4.75,-74.75,104.700005
1927-02-15,4.75,-74.25,88.700005
1927-02-15,4.75,-73.75,42.9
1927-02-15,4.75,-73.25,69.4
1927-02-15,5.25,-74.75,122.200005
1927-02-15,5.25,-74.25,130.6
1927-02-15,5.25,-73.75,36.4
1927-02-15,5.25,-73.25,20.1
1927-03-16,3.75,-74.75,182.8
1927-03-16,3.75,-74.25,110.1
1927-03-16,3.75,-73.75,311.1
1927-03-16,3.75,-73.25,176.7
1927-03-16,4.25,-74.75,187.7
1927-03-16,4.25,-74.25,86.700005
1927-03-16,4.25,-73.75,256.6
1927-03-16,4.25,-73.25,165.5
1927-03-16,4.75,-74.75,176.8
1927-03-16,4.75,-74.25,110.0
1927-03-16,4.75,-73.75,78.5
1927-03-16,4.75,-73.25,161.7
1927-03-16,5.25,-74.75,216.90001
1927-03-16,5.25,-74.25,186.2
1927-03-16,5.25,-73.75,75.8
1927-03-16,5.25,-73.25,50.4
1927-04-16,3.75,-74.75,191.7
1927-04-16,3.75,-74.25,126.6
1927-04-16,3.75,-73.75,497.9
1927-04-16,3.75,-73.25,294.6
1927-04-16,4.25,-74.75,213.6
1927-04-16,4.25,-74.25,109.4
1927-04-16,4.25,-73.75,316.5
1927-04-16,4.25,-73.25,341.5
1927-04-16,4.75,-74.75,173.5
1927-04-16,4.75,-74.25,122.9
1927-04-16,4.75,-73.75,112.0
1927-04-16,4.75,-73.25,237.90001
1927-04-16,5.25,-74.75,206.1
1927-04-16,5.25,-74.25,214.1
1927-04-16,5.25,-73.75,97.5
1927-04-16,5.25,-73.25,93.8
1927-05-16,3.75,-74.75,214.8
1927-05-16,3.75,-74.25,208.3
1927-05-16,3.75,-73.75,731.10004
1927-05-16,3.75,-73.25,458.0
1927-05-16,4.25,-74.75,285.2
1927-05-16,4.25,-74.25,171.3
1927-05-16,4.25,-73.75,619.5
1927-05-16,4.25,-73.25,554.9
1927-05-16,4.75,-74.75,230.7
1927-05-16,4.75,-74.25,181.3
1927-05-16,4.75,-73.75,156.40001
1927-05-16,4.75,-73.25,501.1
1927-05-16,5.25,-74.75,310.7
1927-05-16,5.25,-74.25,308.9
1927-05-16,5.25,-73.75,112.8
1927-05-16,5.25,-73.25,174.3
1927-06-16,3.75,-74.75,113.700005
1927-06-16,3.75,-74.25,171.5
1927-06-16,3.75,-73.75,586.60004
1927-06-16,3.75,-73.25,370.5
1927-06-16,4.25,-74.75,129.7
1927-06-16,4.25,-74.25,128.0
1927-06-16,4.25,-73.75,585.8
1927-06-16,4.25,-73.25,447.2
1927-06-16,4.75,-74.75,111.4
1927-06-16,4.75,-74.25,90.6
1927-06-16,4.75,-73.75,136.1
1927-06-16,4.75,-73.25,482.2
1927-06-16,5.25,-74.75,139.8
1927-06-16,5.25,-74.25,145.6
1927-06-16,5.25,-73.75,80.5
1927-06-16,5.25,-73.25,165.5
1927-07-16,3.75,-74.75,108.4
1927-07-16,3.75,-74.25,243.5
1927-07-16,3.75,-73.75,732.60004
1927-07-16,3.75,-73.25,483.6
1927-07-16,4.25,-74.75,104.9
1927-07-16,4.25,-74.25,171.5
1927-07-16,4.25,-73.75,910.4
1927-07-16,4.25,-73.25,576.8
1927-07-16,4.75,-74.75,96.200005
1927-07-16,4.75,-74.25,89.700005
1927-07-16,4.75,-73.75,189.8
1927-07-16,4.75,-73.25,685.8
1927-07-16,5.25,-74.75,154.8
1927-07-16,5.25,-74.25,157.2
1927-07-16,5.25,-73.75,100.3
1927-07-16,5.25,-73.25,260.30002
1927-08-16,3.75,-74.75,94.6
1927-08-16,3.75,-74.25,167.2
1927-08-16,3.75,-73.75,588.5
1927-08-16,3.75,-73.25,353.80002
1927-08-16,4.25,-74.75,101.3
1927-08-16,4.25,-74.25,110.4
1927-08-16,4.25,-73.75,582.2
1927-08-16,4.25,-73.25,390.7
1927-08-16,4.75,-74.75,90.0
1927-08-16,4.75,-74.25,74.8
1927-08-16,4.75,-73.75,126.8
1927-08-16,4.75,-73.25,514.5
1927-08-16,5.25,-74.75,146.7
1927-08-16,5.25,-74.25,144.5
1927-08-16,5.25,-73.75,78.6
1927-08-16,5.25,-73.25,188.8
1927-09-16,3.75,-74.75,151.8
1927-09-16,3.75,-74.25,159.90001
1927-09-16,3.75,-73.75,614.9
1927-09-16,3.75,-73.25,388.9
1927-09-16,4.25,-74.75,201.3
1927-09-16,4.25,-74.25,121.6
1927-09-16,4.25,-73.75,480.6
1927-09-16,4.25,-73.25,420.5
1927-09-16,4.75,-74.75,187.2
1927-09-16,4.75,-74.25,193.1
1927-09-16,4.75,-73.75,114.4
1927-09-16,4.75,-73.25,451.4
1927-09-16,5.25,-74.75,289.2
1927-09-16,5.25,-74.25,277.2
1927-09-16,5.25,-73.75,95.700005
1927-09-16,5.25,-73.25,150.2
1927-10-16,3.75,-74.75,234.90001
1927-10-16,3.75,-74.25,158.90001
1927-10-16,3.75,-73.75,476.4
1927-10-16,3.75,-73.25,286.2
1927-10-16,4.25,-74.75,248.0
1927-10-16,4.25,-74.25,136.2
1927-10-16,4.25,-73.75,312.0
1927-10-16,4.25,-73.25,338.4
1927-10-16,4.75,-74.75,231.0
1927-10-16,4.75,-74.25,138.1
1927-10-16,4.75,-73.75,115.4
1927-10-16,4.75,-73.25,252.5
1927-10-16,5.25,-74.75,322.4
1927-10-16,5.25,-74.25,239.5
1927-10-16,5.25,-73.75,116.4
1927-10-16,5.25,-73.25,107.700005
1927-11-16,3.75,-74.75,276.6
1927-11-16,3.75,-74.25,134.2
1927-11-16,3.75,-73.75,420.0
1927-11-16,3.75,-73.25,182.2
1927-11-16,4.25,-74.75,219.3
1927-11-16,4.25,-74.25,106.6
1927-11-16,4.25,-73.75,226.6
1927-11-16,4.25,-73.25,245.90001
1927-11-16,4.75,-74.75,198.1
1927-11-16,4.75,-74.25,115.0
1927-11-16,4.75,-73.75,90.6
1927-11-16,4.75,-73.25,168.2
1927-11-16,5.25,-74.75,262.4
1927-11-16,5.25,-74.25,202.8
1927-11-16,5.25,-73.75,93.200005
1927-11-16,5.25,-73.25,78.4
1927-12-16,3.75,-74.75,154.40001
1927-12-16,3.75,-74.25,44.7
1927-12-16,3.75,-73.75,225.1
1927-12-16,3.75,-73.25,65.3
1927-12-16,4.25,-74.75,108.0
1927-12-16,4.25,-74.25,42.8
1927-12-16,4.25,-73.75,109.0
1927-12-16,4.25,-73.25,85.4
1927-12-16,4.75,-74.75,96.200005
1927-12-16,4.75,-74.25,56.4
1927-12-16,4.75,-73.75,38.600002
1927-12-16,4.75,-73.25,76.6
1927-12-16,5.25,-74.75,126.200005
1927-12-16,5.25,-74.25,111.4
1927-12-16,5.25,-73.75,34.9
1927-12-16,5.25,-73.25,27.800001
1928-01-16,3.75,-74.75,72.5
1928-01-16,3.75,-74.25,31.5
1928-01-16,3.75,-73.75,69.700005
1928-01-16,3.75,-73.25,26.1
1928-01-16,4.25,-74.75,63.600002
1928-01-16,4.25,-74.25,25.7
1928-01-16,4.25,-73.75,62.8
1928-01-16,4.25,-73.25,21.300001
1928-01-16,4.75,-74.75,51.600002
1928-01-16,4.75,-74.25,40.9
1928-01-16,4.75,-73.75,19.300001
1928-01-16,4.75,-73.25,27.800001
1928-01-16,5.25,-74.75,62.9
1928-01-16,5.25,-74.25,75.5
1928-01-16,5.25,-73.75,17.300001
1928-01-16,5.25,-73.25,9.5
1928-02-15,3.75,-74.75,87.5
1928-02-15,3.75,-74.25,45.4
1928-02-15,3.75,-73.75,112.6
1928-02-15,3.75,-73.25,44.9
1928-02-15,4.25,-74.75,90.9
1928-02-15,4.25,-74.25,39.5
1928-02-15,4.25,-73.75,95.200005
1928-02-15,4.25,-73.25,68.9
1928-02-15,4.75,-74.75,82.3
1928-02-15,4.75,-74.25,69.4
1928-02-15,4.75,-73.75,33.5
1928-02-15,4.75,-73.25,54.3
1928-02-15,5.25,-74.75,96.700005
1928-02-15,5.25,-74.25,102.6
1928-02-15,5.25,-73.75,28.5
1928-02-15,5.25,-73.25,15.8
1928-03-16,3.75,-74.75,194.0
1928-03-16,3.75,-74.25,116.8
1928-03-16,3.75,-73.75,330.0
1928-03-16,3.75,-73.25,187.2
1928-03-16,4.25,-74.75,199.6
1928-03-16,4.25,-74.25,92.0
1928-03-16,4.25,-73.75,272.4
1928-03-16,4.25,-73.25,175.6
1928-03-16,4.75,-74.75,188.2
1928-03-16,4.75,-74.25,116.8
1928-03-16,4.75,-73.75,83.3
1928-03-16,4.75,-73.25,171.6
1928-03-16,5.25,-74.75,231.40001
1928-03-16,5.25,-74.25,198.1
1928-03-16,5.25,-73.75,80.6
1928-03-16,5.25,-73.25,53.2
1928-04-16,3.75,-74.75,148.8
1928-04-16,3.75,-74.25,97.6
1928-04-16,3.75,-73.75,382.80002
1928-04-16,3.75,-73.25,226.6
1928-04-16,4.25,-74.75,164.7
1928-04-16,4.25,-74.25,84.200005
1928-04-16,4.25,-73.75,243.3
1928-04-16,4.25,-73.25,262.5
1928-04-16,4.75,-74.75,133.6
1928-04-16,4.75,-74.25,94.5
1928-04-16,4.75,-73.75,86.1
1928-04-16,4.75,-73.25,183.2
1928-04-16,5.25,-74.75,159.3
1928-04-16,5.25,-74.25,164.90001
1928-04-16,5.25,-73.75,75.1
1928-04-16,5.25,-73.25,72.9
1928-05-16,3.75,-74.75,180.5
1928-05-16,3.75,-74.25,174.6
1928-05-16,3.75,-73.75,612.7
1928-05-16,3.75,-73.25,384.5
1928-05-16,4.25,-74.75,238.5
1928-05-16,4.25,-74.25,143.40001
1928-05-16,4.25,-73.75,518.60004
1928-05-16,4.25,-73.25,465.0
1928-05-16,4.75,-74.75,192.6
1928-05-16,4.75,-74.25,151.6
1928-05-16,4.75,-73.75,130.90001
1928-05-16,4.75,-73.25,419.9
1928-05-16,5.25,-74.75,259.0
1928-05-16,5.25,-74.25,257.9
1928-05-16,5.25,-73.75,94.4
1928-05-16,5.25,-73.25,146.2
1928-06-16,3.75,-74.75,118.3
1928-06-16,3.75,-74.25,178.90001
1928-06-16,3.75,-73.75,612.7
1928-06-16,3.75,-73.25,387.9
1928-06-16,4.25,-74.75,134.90001
1928-06-16,4.25,-74.25,133.40001
1928-06-16,4.25,-73.75,611.0
1928-06-16,4.25,-73.25,467.1
1928-06-16,4.75,-74.75,115.6
1928-06-16,4.75,-74.25,94.4
1928-06-16,4.75,-73.75,141.90001
1928-06-16,4.75,-73.25,503.0
1928-06-16,5.25,-74.75,144.40001
1928-06-16,5.25,-74.25,151.1
1928-06-16,5.25,-73.75,83.700005
1928-06-16,5.25,-73.25,171.90001
1928-07-16,3.75,-74.75,111.6
1928-07-16,3.75,-74.25,251.1
1928-07-16,3.75,-73.75,755.9
1928-07-16,3.75,-73.25,500.1
1928-07-16,4.25,-74.75,107.9
1928-07-16,4.25,-74.25,176.8
1928-07-16,4.25,-73.75,938.4
1928-07-16,4.25,-73.25,595.2
1928-07-16,4.75,-74.75,98.8
1928-07-16,4.75,-74.25,92.4
1928-07-16,4.75,-73.75,195.5
1928-07-16,4.75,-73.25,707.0
1928-07-16,5.25,-74.75,158.40001
1928-07-16,5.25,-74.25,161.5
1928-07-16,5.25,-73.75,103.200005
1928-07-16,5.25,-73.25,268.0
1928-08-16,3.75,-74.75,69.4
1928-08-16,3.75,-74.25,121.9
1928-08-16,3.75,-73.75,428.30002
1928-08-16,3.75,-73.25,257.4
1928-08-16,4.25,-74.75,74.0
1928-08-16,4.25,-74.25,80.3
1928-08-16,4.25,-73.75,423.7
1928-08-16,4.25,-73.25,284.30002
1928-08-16,4.75,-74.75,65.700005
1928-08-16,4.75,-74.25,54.5
1928-08-16,4.75,-73.75,92.3
1928-08-16,4.75,-73.25,374.9
1928-08-16,5.25,-74.75,107.5
1928-08-16,5.25,-74.25,105.4
1928-08-16,5.25,-73.75,57.3
1928-08-16,5.25,-73.25,138.8
1928-09-16,3.75,-74.75,87.4
1928-09-16,3.75,-74.25,91.3
1928-09-16,3.75,-73.75,350.4
1928-09-16,3.75,-73.25,222.7
1928-09-16,4.25,-74.75,114.3
1928-09-16,4.25,-74.25,69.1
1928-09-16,4.25,-73.75,273.2
1928-09-16,4.25,-73.25,239.6
1928-09-16,4.75,-74.75,105.8
1928-09-16,4.75,-74.25,109.5
1928-09-16,4.75,-73.75,65.0
1928-09-16,4.75,-73.25,257.4
1928-09-16,5.25,-74.75,163.1
1928-09-16,5.25,-74.25,156.7
1928-09-16,5.25,-73.75,54.3
1928-09-16,5.25,-73.25,86.700005
1928-10-16,3.75,-74.75,126.700005
1928-10-16,3.75,-74.25,84.5
1928-10-16,3.75,-73.75,252.5
1928-10-16,3.75,-73.25,153.0
1928-10-16,4.25,-74.75,130.6
1928-10-16,4.25,-74.25,71.8
1928-10-16,4.25,-73.75,164.6
1928-10-16,4.25,-73.25,179.2
1928-10-16,4.75,-74.75,120.6
1928-10-16,4.75,-74.25,72.6
1928-10-16,4.75,-73.75,60.8
1928-10-16,4.75,-73.25,134.0
1928-10-16,5.25,-74.75,167.7
1928-10-16,5.25,-74.25,125.1
1928-10-16,5.25,-73.75,61.3
1928-10-16,5.25,-73.25,58.2
1928-11-16,3.75,-74.75,469.1
1928-11-16,3.75,-74.25,229.2
1928-11-16,3.75,-73.75,718.3
1928-11-16,3.75,-73.25,310.5
1928-11-16,4.25,-74.75,376.2
1928-11-16,4.25,-74.25,182.90001
1928-11-16,4.25,-73.75,388.4
1928-11-16,4.25,-73.25,420.7
1928-11-16,4.75,-74.75,341.0
1928-11-16,4.75,-74.25,197.5
1928-11-16,4.75,-73.75,155.40001
1928-11-16,4.75,-73.25,287.6
1928-11-16,5.25,-74.75,452.6
1928-11-16,5.25,-74.25,349.2
1928-11-16,5.25,-73.75,159.90001
1928-11-16,5.25,-73.25,133.0
1928-12-16,3.75,-74.75,302.1
1928-12-16,3.75,-74.25,87.9
1928-12-16,3.75,-73.75,442.2
1928-12-16,3.75,-73.25,126.8
1928-12-16,4.25,-74.75,215.3
1928-12-16,4.25,-74.25,84.8
1928-12-16,4.25,-73.75,215.5
1928-12-16,4.25,-73.25,167.8
1928-12-16,4.75,-74.75,193.7
1928-12-16,4.75,-74.25,112.1
1928-12-16,4.75,-73.75,76.4
1928-12-16,4.75,-73.25,150.7
1928-12-16,5.25,-74.75,258.1
1928-12-16,5.25,-74.25,224.3
1928-12-16,5.25,-73.75,69.5
1928-12-16,5.25,-73.25,53.7
1929-01-16,3.75,-74.75,9.5
1929-01-16,3.75,-74.25,3.3
1929-01-16,3.75,-73.75,6.8
1929-01-16,3.75,-73.25,2.6000001
1929-01-16,4.25,-74.75,6.6
1929-01-16,4.25,-74.25,2.5
1929-01-16,4.25,-73.75,6.0
1929-01-16,4.25,-73.25,2.1000001
1929-01-16,4.75,-74.75,5.1
1929-01-16,4.75,-74.25,3.9
1929-01-16,4.75,-73.75,1.9
1929-01-16,4.75,-73.25,2.8
1929-01-16,5.25,-74.75,7.0
1929-01-16,5.25,-74.25,7.5
1929-01-16,5.25,-73.75,1.8000001
1929-01-16,5.25,-73.25,1.2
1929-02-15,3.75,-74.75,7.5
1929-02-15,3.75,-74.25,2.7
1929-02-15,3.75,-73.75,5.8
1929-02-15,3.75,-73.25,2.4
1929-02-15,4.25,-74.75,5.4
1929-02-15,4.25,-74.25,2.0
1929-02-15,4.25,-73.75,4.8
1929-02-15,4.25,-73.25,3.5
1929-02-15,4.75,-74.75,4.6
1929-02-15,4.75,-74.25,3.5
1929-02-15,4.75,-73.75,1.7
1929-02-15,4.75,-73.25,3.1000001
1929-02-15,5.25,-74.75,6.5
1929-02-15,5.25,-74.25,5.6
1929-02-15,5.25,-73.75,1.6
1929-02-15,5.25,-73.25,1.3000001
1929-03-16,3.75,-74.75,184.1
1929-03-16,3.75,-74.25,110.8
1929-03-16,3.75,-73.75,313.0
1929-03-16,3.75,-73.25,177.6
1929-03-16,4.25,-74.75,189.2
1929-03-16,4.25,-74.25,87.200005
1929-03-16,4.25,-73.75,258.30002
1929-03-16,4.25,-73.25,166.5
1929-03-16,4.75,-74.75,178.3
1929-03-16,4.75,-74.25,110.700005
1929-03-16,4.75,-73.75,79.0
1929-03-16,4.75,-73.25,162.7
1929-03-16,5.25,-74.75,219.3
1929-03-16,5.25,-74.25,187.8
1929-03-16,5.25,-73.75,76.4
1929-03-16,5.25,-73.25,50.5
1929-04-16,3.75,-74.75,246.2
1929-04-16,3.75,-74.25,163.5
1929-04-16,3.75,-73.75,643.4
1929-04-16,3.75,-73.25,380.2
1929-04-16,4.25,-74.75,276.2
1929-04-16,4.25,-74.25,141.6
1929-04-16,4.25,-73.75,409.4
1929-04-16,4.25,-73.25,441.4
1929-04-16,4.75,-74.75,224.6
1929-04-16,4.75,-74.25,159.1
1929-04-16,4.75,-73.75,144.90001
1929-04-16,4.75,-73.25,307.2
1929-04-16,5.25,-74.75,266.6
1929-04-16,5.25,-74.25,277.2
1929-04-16,5.25,-73.75,126.1
1929-04-16,5.25,-73.25,120.6
1929-05-16,3.75,-74.75,220.2
1929-05-16,3.75,-74.25,213.7
1929-05-16,3.75,-73.75,750.60004
1929-05-16,3.75,-73.25,470.6
1929-05-16,4.25,-74.75,292.30002
1929-05-16,4.25,-74.25,175.7
1929-05-16,4.25,-73.75,635.7
1929-05-16,4.25,-73.25,569.7
1929-05-16,4.75,-74.75,236.3
1929-05-16,4.75,-74.25,185.90001
1929-05-16,4.75,-73.75,160.5
1929-05-16,4.75,-73.25,514.2
1929-05-16,5.25,-74.75,317.6
1929-05-16,5.25,-74.25,316.4
1929-05-16,5.25,-73.75,115.700005
1929-05-16,5.25,-73.25,178.1
1929-06-16,3.75,-74.75,132.8
1929-06-16,3.75,-74.25,200.6
1929-06-16,3.75,-73.75,686.4
1929-06-16,3.75,-73.25,432.7
1929-06-16,4.25,-74.75,152.0
1929-06-16,4.25,-74.25,149.90001
1929-06-16,4.25,-73.75,686.10004
1929-06-16,4.25,-73.25,523.4
1929-06-16,4.75,-74.75,130.8
1929-06-16,4.75,-74.25,106.200005
1929-06-16,4.75,-73.75,159.40001
1929-06-16,4.75,-73.25,564.2
1929-06-16,5.25,-74.75,164.40001
1929-06-16,5.25,-74.25,170.90001
1929-06-16,5.25,-73.75,94.3
1929-06-16,5.25,-73.25,193.0
1929-07-16,3.75,-74.75,84.1
1929-07-16,3.75,-74.25,188.90001
1929-07-16,3.75,-73.75,568.4
1929-07-16,3.75,-73.25,377.2
1929-07-16,4.25,-74.75,80.9
1929-07-16,4.25,-74.25,132.6
1929-07-16,4.25,-73.75,704.5
1929-07-16,4.25,-73.25,447.4
1929-07-16,4.75,-74.75,73.8
1929-07-16,4.75,-74.25,69.200005
1929-07-16,4.75,-73.75,146.7
1929-07-16,4.75,-73.25,531.60004
1929-07-16,5.25,-74.75,118.0
1929-07-16,5.25,-74.25,120.700005
1929-07-16,5.25,-73.75,77.4
1929-07-16,5.25,-73.25,202.1
1929-08-16,3.75,-74.75,44.100002
1929-08-16,3.75,-74.25,76.4
1929-08-16,3.75,-73.75,267.6
1929-08-16,3.75,-73.25,161.3
1929-08-16,4.25,-74.75,46.2
1929-08-16,4.25,-74.25,50.100002
1929-08-16,4.25,-73.75,264.4
1929-08-16,4.25,-73.25,177.6
1929-08-16,4.75,-74.75,40.9
1929-08-16,4.75,-74.25,34.0
1929-08-16,4.75,-73.75,57.600002
1929-08-16,4.75,-73.25,234.7
1929-08-16,5.25,-74.75,67.200005
1929-08-16,5.25,-74.25,65.700005
1929-08-16,5.25,-73.75,35.8
1929-08-16,5.25,-73.25,87.9
1929-09-16,3.75,-74.75,93.4
1929-09-16,3.75,-74.25,97.5
1929-09-16,3.75,-73.75,374.0
1929-09-16,3.75,-73.25,236.7
1929-09-16,4.25,-74.75,122.700005
1929-09-16,4.25,-74.25,73.9
1929-09-16,4.25,-73.75,292.2
1929-09-16,4.25,-73.25,255.7
1929-09-16,4.75,-74.75,113.9
1929-09-16,4.75,-74.25,117.4
1929-09-16,4.75,-73.75,69.6
1929-09-16,4.75,-73.25,275.0
1929-09-16,5.25,-74.75,176.6
1929-09-16,5.25,-74.25,168.7
1929-09-16,5.25,-73.75,58.3
1929-09-16,5.25,-73.25,92.4
1929-10-16,3.75,-74.75,176.8
1929-10-16,3.75,-74.25,118.9
1929-10-16,3.75,-73.75,356.1
1929-10-16,3.75,-73.25,214.7
1929-10-16,4.25,-74.75,185.0
1929-10-16,4.25,-74.25,101.6
1929-10-16,4.25,-73.75,232.8
1929-10-16,4.25,-73.25,252.90001
1929-10-16,4.75,-74.75,171.8
1929-10-16,4.75,-74.25,102.9
1929-10-16,4.75,-73.75,86.1
1929-10-16,4.75,-73.25,188.8
1929-10-16,5.25,-74.75,239.5
1929-10-16,5.25,-74.25,178.1
1929-10-16,5.25,-73.75,86.8
1929-10-16,5.25,-73.25,81.1
1929-11-16,3.75,-74.75,146.8
1929-11-16,3.75,-74.25,70.1
1929-11-16,3.75,-73.75,218.6
1929-11-16,3.75,-73.25,95.6
1929-11-16,4.25,-74.75,113.6
1929-11-16,4.25,-74.25,55.2
1929-11-16,4.25,-73.75,117.4
1929-11-16,4.25,-73.25,127.9
1929-11-16,4.75,-74.75,101.700005
1929-11-16,4.75,-74.25,59.4
1929-11-16,4.75,-73.75,46.9
1929-11-16,4.75,-73.25,87.700005
1929-11-16,5.25,-74.75,134.3
1929-11-16,5.25,-74.25,104.200005
1929-11-16,5.25,-73.75,48.3
1929-11-16,5.25,-73.25,41.600002
1929-12-16,3.75,-74.75,42.2
1929-12-16,3.75,-74.25,11.400001
1929-12-16,3.75,-73.75,55.9
1929-12-16,3.75,-73.25,16.2
1929-12-16,4.25,-74.75,27.5
1929-12-16,4.25,-74.25,10.7
1929-12-16,4.25,-73.75,27.0
1929-12-16,4.25,-73.25,21.2
1929-12-16,4.75,-74.75,24.4
1929-12-16,4.75,-74.25,14.0
1929-12-16,4.75,-73.75,9.6
