lon,lat,time,pre,stn,spi_1,spi_3,spi_6,spi_9,spi_12
-73.75,3.75,1992-06-16,259.5,8.0,-0.495668923552203,-0.45789069125520426,-2.1300212936611658,-2.3170291309332747,-1.7732781975446215
-73.75,3.75,1992-07-16,410.6,8.0,0.22448413839373088,-0.293150567003526,-1.3789084194570842,-1.9657916784513942,-1.9782988711173544
-73.75,3.75,1992-08-16,324.80002,8.0,-0.15660961404457735,-0.32807438271969946,-0.9115430280937741,-2.0776622420651107,-2.1399629432047105
-73.75,3.75,1992-09-16,440.9,8.0,0.3462010829627336,0.05980472464137561,-0.42656829788210077,-1.7919310885873108,-2.1186800650350346
-73.75,3.75,1992-10-16,224.7,8.0,-0.7011454577557354,-0.3382825667026863,-0.623493548156439,-1.526641057346164,-2.1165716967342405
-73.75,3.75,1992-11-16,494.2,8.0,0.5475195617536148,0.02626145758048498,-0.3597950331197288,-0.8652913709095219,-1.942359912718595
-73.75,3.75,1992-12-16,334.9,8.0,-0.10845833657159222,-0.19725502976092874,-0.23522281493781053,-0.612113079292523,-1.8610630330103821
-73.75,3.75,1993-01-16,131.0,8.0,-1.3989192098839185,-0.40785132581430855,-0.7126494926892809,-0.9275900141125626,-1.7687742538403923
-73.75,3.75,1993-02-15,179.5,8.0,-1.0046123978611308,-1.2400501320949526,-0.9793091037549986,-1.182063382354046,-1.623365175942922
-73.75,3.75,1993-03-16,371.4,8.0,0.05777356368415103,-1.1307158151248797,-1.1120638869055623,-1.0039607878699612,-1.317869268773011
-73.75,3.75,1993-04-16,557.5,8.0,0.7688909589061785,-0.08032637122128627,-0.5058630771069647,-0.777073986736657,-1.0026427112796648
-73.75,3.75,1993-05-16,631.2,8.0,1.0069508565716823,0.764849279568403,-0.2755499052100063,-0.3265290194625566,-0.6004481138577132
-73.75,3.75,1993-06-16,251.5,8.0,-0.5411208035911812,0.5582593463895955,-0.41456463339535626,-0.6015889302658509,-0.6112628076695151
-73.75,3.75,1993-07-16,644.10004,8.0,1.046747852754714,0.7085469900688529,0.3898497433340045,-0.006135920520183312,-0.30093819123248516
-73.75,3.75,1993-08-16,274.9,8.0,-0.41083659157610103,0.048049757283347524,0.5276069196658785,-0.3113039274640908,-0.3663490167637861
-73.75,3.75,1993-09-16,644.8,8.0,1.0488925434739658,0.771056145560637,0.9056040098347354,0.11630841862496466,-0.10202527819927505
-73.75,3.75,1993-10-16,397.30002,8.0,0.16916463095553644,0.3338387574913395,0.6870054946685316,0.4649980562089983,0.11584435727171644
-73.75,3.75,1993-11-16,631.0,8.0,1.0063297206826263,0.9502584619551233,0.6867276597564477,1.0222539756675524,0.28492857582773906
-73.75,3.75,1993-12-16,259.2,8.0,-0.49735562247072496,0.27805775724345005,0.6974175770659088,0.8874246487650731,0.19174676144734867
-73.75,3.75,1994-01-16,159.1,8.0,-1.1597167885055202,-0.20707260456402385,-0.017182677272976746,0.38899227709490475,0.22644578736026255
-73.75,3.75,1994-02-15,185.2,8.0,-0.9635482334502589,-1.3710618581665344,-0.1598026425190784,-0.21094725330829692,0.23346861447684084
-73.75,3.75,1994-03-16,424.80002,8.0,0.28224425235363243,-0.8851407741255957,-0.5263492878171636,0.027990671332146784,0.2990031429031694
-73.75,3.75,1994-04-16,503.5,8.0,0.5811613224012767,-0.06960423975162303,-0.3462732540644231,-0.16525702164086417,0.23272890779569577
-73.75,3.75,1994-05-16,551.0,8.0,0.7469393572353326,0.626828114750784,-0.4813507510314172,0.20954560394402166,0.13341634233407998
-73.75,3.75,1994-06-16,344.5,8.0,-0.06359549824645336,0.4846706250749874,-0.33744417860384196,-0.19904297188149397,0.24848137666377546
-73.75,3.75,1994-07-16,447.6,8.0,0.37236064065488955,0.3825045028112856,0.1227869806939568,-0.12899417717266465,0.0036457268260487526
-73.75,3.75,1994-08-16,299.6,8.0,-0.28136847083400834,-0.11567045905857469,0.295275602153591,-0.6036626223932678,0.03478313557115463
-73.75,3.75,1994-09-16,473.9,8.0,0.4726154314013154,0.14932150421950305,0.36774376529515024,-0.2925657706859008,-0.18286858284098553
-73.75,3.75,1994-10-16,611.60004,8.0,0.9454715834416467,0.4595217723872671,0.5241804543282281,0.32226495727075183,0.08923772599390697
-73.75,3.75,1994-11-16,563.7,8.0,0.7896751702268805,0.9117391288913133,0.5422885409830804,0.8005358546052607,0.004656083588742429
-73.75,3.75,1994-12-16,149.5,8.0,-1.2377100744891094,0.34844898609576447,0.2578739899607848,0.45565029696494486,-0.13491622030455375
-73.75,3.75,1995-01-16,65.1,8.0,-2.1668005682420177,-0.8603821233728093,-0.34527294195166436,-0.12816288586228383,-0.2562514422645971
-73.75,3.75,1995-02-15,86.4,8.0,-1.8718411365684116,-2.5926024455915027,-0.7131860903459668,-0.8029472965182342,-0.38557762848968197
-73.75,3.75,1995-03-16,324.9,8.0,-0.1561280324010293,-1.8128509222049856,-0.9868537560546532,-0.8328997733278931,-0.5182864761864049
-73.75,3.75,1995-04-16,603.5,8.0,0.9196938280442442,-0.2833031246616185,-1.0021671425528755,-0.5981837498040896,-0.38544629343159853
-73.75,3.75,1995-05-16,595.7,8.0,0.8946592780476414,0.7039469348592386,-0.941942591995307,-0.17292179896718643,-0.32670394033304523
-73.75,3.75,1995-06-16,691.9,8.0,1.18991712613006,1.2862043084659331,-0.015299323065807046,0.1248817971375819,0.11721649351107728
-73.75,3.75,1995-07-16,696.2,8.0,1.20248283925585,1.4214994835703965,0.8983615432952778,0.2372912020511734,0.42219274431897513
-73.75,3.75,1995-08-16,467.2,8.0,0.44743095700627644,1.2328157180147394,1.3895572037748463,0.10893243388046481,0.6223369902987128
-73.75,3.75,1995-09-16,457.7,8.0,0.41131004945078237,0.865983962334369,1.5523515941244315,0.5114358496575356,0.6031761142913208
-73.75,3.75,1995-10-16,452.6,8.0,0.39171431574996163,0.4457004936093801,1.3670499310067714,0.9892978361512356,0.41301602634907325
-73.75,3.75,1995-11-16,379.80002,8.0,0.09445579890147122,0.2830080835787421,1.092287696822822,1.3329108424388711,0.18815783325162555
-73.75,3.75,1995-12-16,348.9,8.0,-0.04331601035678804,0.06990728008027677,0.6292030844752986,1.3603868803770978,0.43172213625424816
-73.75,3.75,1996-01-16,103.4,8.0,-1.6738946353256101,-0.7195074751911974,-0.2688082047701406,0.7676260576580006,0.4777876769780874
-73.75,3.75,1996-02-15,272.7,8.0,-0.4227508421785116,-1.0067639774031205,-0.598424977424242,0.35959532409520156,0.6987190795768266
-73.75,3.75,1996-03-16,360.30002,8.0,0.008434886355979576,-0.9748416668251589,-0.7716309953206634,-0.08354039648188111,0.7401271334070321
-73.75,3.75,1996-04-16,467.2,8.0,0.44743095700627644,-0.09763603193670843,-0.7452930683163943,-0.4060280554269578,0.5797019877408613
-73.75,3.75,1996-05-16,691.10004,8.0,1.1875738633662767,0.6945599728497299,-0.21321854729280207,-0.09056767698166485,0.6922703314026524
-73.75,3.75,1996-06-16,631.8,8.0,1.0088133167695577,1.1338526818311228,0.22879865214113368,0.1456043200989473,0.6215095652075803
-73.75,3.75,1996-07-16,602.4,8.0,0.9161760770523906,1.3366040341019214,0.9343547903348768,0.34296890960200416,0.5100083434117808
-73.75,3.75,1996-08-16,456.30002,8.0,0.4059452813944848,0.9780775955078765,1.1745989150124316,0.4418010471666726,0.4969659454188364
-73.75,3.75,1996-09-16,347.7,8.0,-0.048829469092316564,0.4979923912514123,1.1584024127847614,0.44026064839856965,0.3643234734563148
-73.75,3.75,1996-10-16,529.7,8.0,0.6738030649575208,0.3650500663499317,1.2383372665746504,0.9690522433397721,0.45749022767589703
-73.75,3.75,1996-11-16,439.0,8.0,0.33873487206999053,0.33271262816733316,0.9094898902085324,1.1660910471925794,0.528405943881574
-73.75,3.75,1996-12-16,289.30002,8.0,-0.33443054456211424,0.22142204675094868,0.4323597074992073,1.0825582573328778,0.457009367719824
-73.75,3.75,1997-01-16,243.90001,8.0,-0.5852405680109394,-0.3798931219755487,-0.11280955440253927,0.8140036703613448,0.624463644759839
-73.75,3.75,1997-02-15,109.6,8.0,-1.6077733651801975,-1.248002564354401,-0.6971180417387453,0.06762791381735704,0.42979327100592746
-73.75,3.75,1997-03-16,247.2,8.0,-0.5659674767811506,-1.380042964372678,-0.8794784627564085,-0.4707097446607156,0.2923972047651537
-73.75,3.75,1997-04-16,508.9,8.0,0.6005087925613017,-0.6346851583700102,-0.9180548324913098,-0.6079608758779025,0.34329078596218576
-73.75,3.75,1997-05-16,392.2,8.0,0.1476237465790462,0.002693539371896263,-1.0059552580175068,-0.7036391552248142,-0.02785068789944098
