lon,lat,time,pre,stn,spi_1,spi_3,spi_6,spi_9,spi_12
-74.75,4.25,1993-07-16,84.3,8.0,-0.8447529178143175,-0.40346431695234874,0.11375149987932097,0.21046791776877408,-0.3856337365224888
-74.75,4.25,1993-08-16,50.100002,8.0,-1.544258260914376,-2.0416564145286307,-0.358287334792747,-0.5305315172936689,-0.4011283184232329
-74.75,4.25,1993-09-16,214.90001,8.0,0.7285681518801229,-0.6939858480450634,-0.3577355403083132,-0.303303146238197,-0.1716630570460034
-74.75,4.25,1993-10-16,201.2,8.0,0.6011993060838732,0.03279291543515771,-0.5059137122629839,0.032577949064852854,0.13013490844594824
-74.75,4.25,1993-11-16,328.30002,8.0,1.623331191780467,1.3708020107532586,-0.10198791050845096,0.6916090409193636,0.3885302256495922
-74.75,4.25,1993-12-16,132.7,8.0,-0.1410265283709798,1.0156348523135328,0.30334739141592376,0.4131446309306673,0.31351903069573345
-74.75,4.25,1994-01-16,145.1,8.0,0.009767160677932629,0.7564728753898797,0.604319764201625,0.12256175332722076,0.42647267811876904
-74.75,4.25,1994-02-15,154.1,8.0,0.11385469571931903,-0.16627000402744074,1.0940238865276906,-0.24529377693649704,0.47683862596794135
-74.75,4.25,1994-03-16,251.6,8.0,1.0456522851255086,0.4851531431522371,1.260021500898023,0.4613098221537401,0.5946591780707462
-74.75,4.25,1994-04-16,221.90001,8.0,0.7916115872792582,0.8575725206283799,1.3522031722599994,0.920185669171866,0.5758625869434836
-74.75,4.25,1994-05-16,208.5,8.0,0.6697479333081593,1.103683187619311,0.8038006570451419,1.4191129595742982,0.42809053454401685
-74.75,4.25,1994-06-16,76.6,8.0,-0.9813790403990535,0.25721074796978277,0.533589078812834,0.9851418029003837,0.49935722749778105
-74.75,4.25,1994-07-16,62.7,8.0,-1.2551166307184007,-0.7043201979673667,0.1189244851352954,0.5269009465726515,0.42970872135512733
-74.75,4.25,1994-08-16,52.2,8.0,-1.4926390029908791,-2.0142391887826965,-0.4275470563804539,-0.4730785149436846,0.4365015338595573
-74.75,4.25,1994-09-16,139.6,8.0,-0.05599728618843882,-1.4188386469060608,-1.0801826272569903,-0.446442753343913,0.18998519640536948
-74.75,4.25,1994-10-16,303.2,8.0,1.4447242427268392,0.19249455386969178,-0.6005261584822571,0.1397211494526186,0.5224652544326046
-74.75,4.25,1994-11-16,289.1,8.0,1.3402666330424111,1.3184829863451415,-0.15489914238063196,0.6078169535418959,0.3960003238067244
-74.75,4.25,1994-12-16,78.4,8.0,-0.9485985701380932,1.053640082893071,-0.14525065582939198,0.0021097007109976192,0.2181223304494338
-74.75,4.25,1995-01-16,53.100002,8.0,-1.4709816212922975,-0.2341719365592292,-0.1968555087140189,-0.6372887086028627,-0.09080616455563228
-74.75,4.25,1995-02-15,69.700005,8.0,-1.112366820467141,-1.914252905324063,-0.10305284390299074,-1.2077446620839365,-0.38317163894637846
-74.75,4.25,1995-03-16,196.90001,8.0,0.5600570168811251,-0.9038434413945069,0.19609709270282788,-0.7107880714824014,-0.5775780650608577
-74.75,4.25,1995-04-16,260.1,8.0,1.1147706496029843,0.36128250813583457,-0.02780003160636992,0.03872969468771798,-0.4413920945372031
-74.75,4.25,1995-05-16,222.2,8.0,0.7942842833276255,1.091333580134155,-0.3892330622154983,0.6310291333834552,-0.3930264489877035
-74.75,4.25,1995-06-16,154.0,8.0,0.11272081284804766,0.8978397167112444,0.01793388518157237,0.6792618037600262,-0.1243000751650635
-74.75,4.25,1995-07-16,102.4,8.0,-0.5550569657031303,0.10233811130849448,0.27198835293465445,-0.02081971135628443,0.010673792146233405
-74.75,4.25,1995-08-16,78.6,8.0,-0.9449894317152718,-0.7937760310792915,0.31696366135945214,-0.8295303768500696,0.09940231463804675
-74.75,4.25,1995-09-16,146.5,8.0,0.026238103735329105,-0.8472879136863645,0.05870088922154376,-0.5582506632660468,0.12246095311543714
-74.75,4.25,1995-10-16,234.8,8.0,0.9044934863000594,-0.003015264310878271,-0.07434621343642646,0.12113044279319117,-0.10856340174226381
-74.75,4.25,1995-11-16,193.8,8.0,0.5300293014014404,0.606482873828088,-0.22658347345399413,0.5533975095053805,-0.43997549071382275
-74.75,4.25,1995-12-16,163.5,8.0,0.21830782036105073,0.6893736346244932,-0.17530980091239629,0.4393270431842448,-0.14349155406530048
-74.75,4.25,1996-01-16,95.8,8.0,-0.6562052703207804,-0.04203599953411911,-0.21089347153475957,-0.14685982813908927,0.0018923880742757115
-74.75,4.25,1996-02-15,213.90001,8.0,0.719453439835931,0.07220200633122467,0.48689962982436774,-0.17767106140903247,0.47748313850032126
-74.75,4.25,1996-03-16,229.7,8.0,0.8603575638663712,0.4270146548748377,0.8867180513744363,0.09890585887981468,0.5825572123124172
-74.75,4.25,1996-04-16,196.40001,8.0,0.5552349305349417,0.9148563074267297,0.7046861693612082,0.4293465718282383,0.3774774573381746
-74.75,4.25,1996-05-16,262.0,8.0,1.130021989256445,1.1304747595544056,1.025200091812702,1.0377715947272939,0.5061023702383192
-74.75,4.25,1996-06-16,146.2,8.0,0.02271751038375216,0.7493327490075187,0.945094746967335,1.0368120180027052,0.4810245638615152
-74.75,4.25,1996-07-16,86.6,8.0,-0.8056603318533487,0.1914071769647965,0.9021701181309387,0.5486474530691008,0.4300322087615328
-74.75,4.25,1996-08-16,80.8,8.0,-0.9057111125899476,-0.9487406222353117,0.25372081510343153,0.15577497365776882,0.43714746634823937
-74.75,4.25,1996-09-16,112.3,8.0,-0.41148492171876333,-1.209956226043772,-0.36766767932413047,-0.02884231609881685,0.3259513471799706
-74.75,4.25,1996-10-16,273.5,8.0,1.2208569001813927,0.0350554507036905,0.04618078235815674,0.5943303894127021,0.4516873607080002
-74.75,4.25,1996-11-16,189.5,8.0,0.4878511282652026,0.6074673346103286,-0.3423128315518038,0.5115758807722813,0.4377957250707256
-74.75,4.25,1996-12-16,128.1,8.0,-0.1993920410427021,0.684541314200071,-0.4425939375486758,0.15755671782747527,0.32268138478874303
-74.75,4.25,1997-01-16,213.7,8.0,0.717627058744433,0.3852107118948201,0.23439127109639024,0.21895691685242683,0.7010459682748474
-74.75,4.25,1997-02-15,82.0,8.0,-0.8846048056777015,-0.2148195178558357,0.2405010082433974,-0.4449013806720918,0.27678464166374517
-74.75,4.25,1997-03-16,154.6,8.0,0.11951638491651254,-0.05821714416301139,0.45281283276334994,-0.4126083929641815,0.026866234980074014
-74.75,4.25,1997-04-16,232.40001,8.0,0.8838017415693147,0.04860349698535039,0.2466054029961259,0.12721269915868122,0.14746212322794724
-74.75,4.25,1997-05-16,150.3,8.0,0.0704181639865964,0.41621652162137224,0.04461418447033451,0.37197766946343075,-0.2317165616422029
-74.75,4.25,1997-06-16,182.5,8.0,0.41782031252345686,0.5574675117942354,0.3235108892167034,0.6118590066972871,-0.10685491587717813
-74.75,4.25,1997-07-16,30.300001,8.0,-2.1341652392392634,-0.600306234523907,-0.6618127164892633,-0.2520507857693614,-0.30121269080226315
-74.75,4.25,1997-08-16,22.4,8.0,-2.455543595575571,-1.5888818924086983,-1.0133149031941284,-0.9074549285229012,-0.507098948609975
-74.75,4.25,1997-09-16,124.8,8.0,-0.242147328036502,-2.1651905561940246,-1.1960030010049527,-0.9210035993821125,-0.4626517655217246
-74.75,4.25,1997-10-16,135.40001,8.0,-0.10740553419143226,-1.186775142023715,-1.8277988266193825,-1.2502209710893137,-0.9658799157043553
-74.75,4.25,1997-11-16,189.90001,8.0,0.491801147557206,-0.05937551955866441,-1.5624988886161553,-0.8003718131657451,-0.9643816530127403
-74.75,4.25,1997-12-16,35.8,8.0,-1.9466576745225868,-0.6137302002347975,-2.606783480284898,-1.2972860629182383,-1.3167741728733606
-74.75,4.25,1998-01-16,31.2,8.0,-2.1018050542253675,-1.3983359480257849,-2.5998064749612717,-2.229822890847056,-2.057845165474011
-74.75,4.25,1998-02-15,115.8,8.0,-0.3628196948750817,-2.107066586262037,-1.91594367276623,-2.4038040449955034,-1.9157175964942126
-74.75,4.25,1998-03-16,191.3,8.0,0.5055828996496388,-0.7704917715424507,-1.4705813623486974,-2.35897646251284,-1.764020985246599
-74.75,4.25,1998-04-16,235.3,8.0,0.9087870594440598,0.4423922208629161,-0.8530640695929913,-1.3928157207381466,-1.7521470072407024
-74.75,4.25,1998-05-16,309.1,8.0,1.4875214602179807,1.3344483181323588,-0.18122859287765913,-0.23254566218704775,-1.1253162497407727
-74.75,4.25,1998-06-16,107.9,8.0,-0.47416851533969745,0.9709690284845772,0.19712006351125527,-0.29612188261670724,-1.4142616048057544
-74.75,4.25,1998-07-16,107.1,8.0,-0.4857541481639219,0.3476965304534799,0.5761036624879515,-0.4037898681889227,-1.11693540029255
-74.75,4.25,1998-08-16,86.4,8.0,-0.8090304263298982,-1.0403797114437845,0.43149424802397485,-0.811292559631576,-0.8764356795142606
-74.75,4.25,1998-09-16,194.0,8.0,0.5319760139885364,-0.4404494940854858,0.4448873729482845,-0.1970378832279396,-0.6232953240233189
-74.75,4.25,1998-10-16,260.1,8.0,1.1147706496029843,0.43265967074182843,0.5668385099037554,0.6132054518845016,-0.1837128576247444
-74.75,4.25,1998-11-16,268.5,8.0,1.1816691575231553,1.27918304561179,0.36618472882635694,1.1119870493162625,0.08332998342838385
-74.75,4.25,1998-12-16,208.3,8.0,0.6678909835151473,1.3394787199812654,0.853371546710434,1.165729995387018,0.6451427009136811
-74.75,4.25,1999-01-16,138.0,8.0,-0.07545649657768304,0.7976607799355488,0.9975072092059569,0.8534146134000032,0.9779011403946101
-74.75,4.25,1999-02-15,289.30002,8.0,1.3417707087423898,0.8946130705679064,1.8864020451164227,0.7884119276412657,1.4967123377731522
-74.75,4.25,1999-03-16,150.3,8.0,0.0704181639865964,0.618772844199592,1.7026692241334405,0.9269962331935868,1.3763967772696375
-74.75,4.25,1999-04-16,244.40001,8.0,0.9859225799608804,1.1124846466190008,1.6356925828914597,1.3607749764279657,1.4032187159320313
-74.75,4.25,1999-05-16,178.90001,8.0,0.38111278357697065,0.5990923501739872,1.2429873098833242,1.6411951625290977,1.0127911481889986
-74.75,4.25,1999-06-16,166.40001,8.0,0.2497215579153057,0.677767053721845,1.0527992053424433,1.5584577242451378,1.1900149690774064
-74.75,4.25,1999-07-16,46.3,8.0,-1.6418586305020544,-0.41426599087728994,0.620328706959798,0.8893095688592714,1.00576186235912
-74.75,4.25,1999-08-16,80.1,8.0,-0.918125785558117,-1.1065353410184546,-0.46718328907625223,0.2517689300735339,0.9864818378652339
-74.75,4.25,1999-09-16,278.0,8.0,1.2557372111288716,-0.33370037756034954,0.21501272633062188,0.49348883149598055,1.240658956200979
-74.75,4.25,1999-10-16,350.30002,8.0,1.7729514081666182,1.2185434104605433,0.737702021977098,1.1887042688884668,1.506920645541001
-74.75,4.25,1999-11-16,273.6,8.0,1.2216360231282186,1.9866014042624116,1.1776666853884024,1.1392171387435563,1.5217780117623536
-74.75,4.25,1999-12-16,181.90001,8.0,0.4117358904748996,1.6199270175916225,1.2474738368985396,1.2385316772852408,1.4446448071017686
-74.75,4.25,2000-01-16,112.5,8.0,-0.408676220610891,0.5713871652077721,1.5392150350682747,0.8160505086654185,1.369606864566979
-74.75,4.25,2000-02-15,269.0,8.0,1.1856087785435783,0.5484949586208823,2.3210721312567157,1.1069117871571081,1.3094890290556178
-74.75,4.25,2000-03-16,219.2,8.0,0.7674499836109565,0.730713395340564,2.0850729583274483,1.2728353028291362,1.5121659966682433
-74.75,4.25,2000-04-16,174.2,8.0,0.33244606272584204,1.0165326976329436,1.3375754678023146,1.6620562124686702,1.3056267104230277
-74.75,4.25,2000-05-16,263.2,8.0,1.1396181089859367,0.9904227356527913,1.2913082099466902,2.1912081608053056,1.5531717230594513
-74.75,4.25,2000-06-16,128.1,8.0,-0.1993920410427021,0.5589609563661817,1.0477467420441435,1.7603384779754943,1.4414190433119147
-74.75,4.25,2000-07-16,102.9,8.0,-0.5475809185915586,0.18814329021026568,1.0035155593507683,0.9999365896335678,1.6061591220787608
-74.75,4.25,2000-08-16,71.700005,8.0,-1.0734812584064868,-1.0304938527285352,0.03520821942618385,0.32432000491734925,1.5818692483383663
-74.75,4.25,2000-09-16,210.40001,8.0,0.6873316290782663,-0.4565076959105233,-0.010946111818176249,0.4231456305422566,1.3843611743171025
-74.75,4.25,2000-10-16,202.40001,8.0,0.612578101947143,0.1350061333245014,0.13597036048841848,0.7272133627083012,0.9388918957860397
-74.75,4.25,2000-11-16,174.90001,8.0,0.3397490596609683,0.6680712213446343,-0.33406345004225196,0.40865771923907246,0.6305629352592199
-74.75,4.25,2000-12-16,111.1,8.0,-0.42841016340808813,0.15645501592476305,-0.4281036769405555,0.02642135913009529,0.4034654202970361
-74.75,4.25,2001-01-16,86.200005,6.0,-0.8124060124759612,-0.5398552931532005,-0.5216897397614221,-0.2991449107728003,0.317774119320896
-74.75,4.25,2001-02-15,70.8,6.0,-1.0908825379843718,-1.304396362528151,-0.5267683656900286,-1.0641942598445755,-0.35331856845034565
-74.75,4.25,2001-03-16,219.5,6.0,0.7701441331470468,-0.5116411017265697,-0.4755851736261006,-0.6908510425116724,-0.352266251535487
-74.75,4.25,2001-04-16,193.8,6.0,0.5300293014014404,0.13279953589531288,-0.523946807401543,-0.33741056994781154,-0.2837910143622249
-74.75,4.25,2001-05-16,217.6,7.0,0.7530407972867805,0.8728888491488296,-0.28694946152334105,0.19771662312952185,-0.4438693938473169
-74.75,4.25,2001-06-16,122.0,6.0,-0.27903331253099417,0.396089147434833,-0.2276665028730895,-0.12207822839900373,-0.4654907048573271
-74.75,4.25,2001-07-16,76.0,7.0,-0.9924273010406683,-0.26460982500665076,-0.2831278266920094,-0.6037621082457985,-0.5614316314993453
-74.75,4.25,2001-08-16,32.7,7.0,-2.0494143092209205,-1.6299382017674668,-0.49410399714904496,-1.1859622610443405,-0.702298066410446
-74.75,4.25,2001-09-16,140.6,7.0,-0.04391172688518841,-1.4637323307896315,-0.9518854150186847,-1.061260520264463,-0.9598903963592555
-74.75,4.25,2001-10-16,243.3,6.0,0.9766978958923637,-0.25850260463147046,-0.661237632932917,-0.43104427101792914,-0.8080793830226994
-74.75,4.25,2001-11-16,196.2,7.0,0.5533037236541609,0.6310279238770957,-0.7854152883696903,0.03655956900144998,-0.7299995438186625
-74.75,4.25,2001-12-16,214.5,6.0,0.7249255036330661,0.9786698993523972,-0.26350527892754416,0.01844723952089751,-0.35998316742060443
-74.75,4.25,2002-01-16,47.100002,6.0,-1.6208332357568298,-0.015024176129667641,-0.4225383789312082,-0.5328699951946503,-0.498193619360068
-74.75,4.25,2002-02-15,50.600002,6.0,-1.5318260323779413,-0.9591295105983317,-0.32362878692807423,-1.2145920242765924,-0.5703978508683679
-74.75,4.25,2002-03-16,244.0,5.0,0.9825711898005912,-0.7466644390537271,0.2231780086434263,-0.7103889002710454,-0.4828944751031286
-74.75,4.25,2002-04-16,283.6,6.0,1.2986455606646259,0.6217171546050109,0.4260317376669891,0.07589892898684406,-0.16891102761714838
-74.75,4.25,2002-05-16,269.9,7.0,1.1926882848224853,1.5869778555772172,0.783886211817665,0.8873552270852274,0.009323513388482738
-74.75,4.25,2002-06-16,202.40001,6.0,0.612578101947143,1.418438808773802,0.726234333792482,1.086260625677547,0.2771137469361709
-74.75,4.25,2002-07-16,71.6,7.0,-1.075407114660883,0.4500597130880055,0.8425389428313877,0.5214555736352132,0.2626456374153603
-74.75,4.25,2002-08-16,61.600002,7.0,-1.278578968834293,-0.7895307349478283,0.8942137113847642,0.04957427966882792,0.3572903296812202
-74.75,4.25,2002-09-16,140.6,7.0,-0.04391172688518841,-1.257641025343526,0.39466916928813983,-0.2220631058605586,0.3572897328817082
-74.75,4.25,2002-10-16,220.0,6.0,0.7746290260588132,-0.2244832223341542,0.07067995174202342,0.3993303522794973,0.2810555408220097
-74.75,4.25,2002-11-16,151.3,7.0,0.08191956590876873,0.2833437864984174,-0.5737721130162006,0.7401519529766087,0.13246932047610713
-74.75,4.25,2002-12-16,166.5,6.0,0.25079816489684653,0.4187900653871669,-0.7807335897240892,0.4791265849413626,-0.02890892478990394
-74.75,4.25,2003-01-16,20.800001,5.0,-2.531083517314669,-0.7683828033494929,-1.0844600778376645,-0.475785331986741,-0.11848109718436942
-74.75,4.25,2003-02-15,72.6,6.0,-1.0562354321576735,-1.3728963112604746,-1.0175508427533393,-1.2817065909703163,-0.04349739503383961
-74.75,4.25,2003-03-16,177.90001,6.0,0.37082969766141866,-1.2780628221084398,-0.7953746865202699,-1.3884254814482881,-0.27057199159146905
-74.75,4.25,2003-04-16,269.1,6.0,1.1863961896706243,0.3240765139617779,-0.5132343732317965,-0.5703861886571338,-0.3211117073036748
-74.75,4.25,2003-05-16,127.1,7.0,-0.21226824623596935,0.6015569668796094,-0.6508914646119729,-0.31806427471907134,-0.833884177268861
-74.75,4.25,2003-06-16,212.3,6.0,0.7048119537871086,0.7678734655725982,-0.39255732544238653,-0.05113204570600758,-0.7974097745982358
-74.75,4.25,2003-07-16,44.2,7.0,-1.6983582543948876,-0.4655310172713131,-0.26405000092450004,-0.7231764262821827,-0.8987151154415274
-74.75,4.25,2003-08-16,79.3,7.0,-0.9324082004904405,-0.7881170117731507,-0.22766699880220312,-1.0169794232307852,-0.8331453909328049
-74.75,4.25,2003-09-16,153.0,7.0,0.10135545421857182,-1.2357310330985376,-0.3638035408449224,-1.0734229246996112,-0.7874868965771613
-74.75,4.25,2003-10-16,240.8,6.0,0.9556324657655868,0.0716416509128215,-0.5216897397614221,-0.20375294417184064,-0.7114008541026436
-74.75,4.25,2003-11-16,317.80002,7.0,1.5496993697979389,1.2322765217212552,0.4824621258226107,0.6618772845466916,-0.12361490157233672
-74.75,4.25,2003-12-16,124.0,6.0,-0.25262807397063464,1.1063254590542178,0.03416217292258385,0.4794692196773545,-0.2702238169120681
-74.75,4.25,2004-01-16,83.200005,6.0,-0.8637154502482933,0.35240444561072387,0.23541005513618785,-0.18362535694590937,-0.055727898372644386
-74.75,4.25,2004-02-15,183.5,6.0,0.4279318976440332,-0.41999763593472156,0.7486773819000628,0.023522168471792747,0.3141735941694902
-74.75,4.25,2004-03-16,94.1,6.0,-0.6830411435324798,-0.6157481735707834,0.46270877454705867,-0.4172131371567568,0.03596304307404457
-74.75,4.25,2004-04-16,286.30002,6.0,1.3191412580500765,0.5509892754558046,0.6845221757927223,0.46028097874224544,0.09371312952728172
-74.75,4.25,2004-05-16,201.0,7.0,0.5992985737620021,0.6373865770214204,0.10184109787628172,0.8674647342273154,0.33804162412024097
-74.75,4.25,2004-06-16,85.4,6.0,-0.8259639910067126,0.5946517569332258,-0.10092264214381408,0.6437852719861996,-0.08534886578424496
-74.75,4.25,2004-07-16,80.4,6.0,-0.912795829929695,-0.5756039754836546,-0.11584689390999708,0.08705166044851609,0.037310863538500015
-74.75,4.25,2004-08-16,47.3,6.0,-1.6156182307111988,-1.7962023173899393,-0.8814945683479645,-0.9531289012605917,-0.07103700959855658
-74.75,4.25,2004-09-16,136.8,6.0,-0.09015114558136991,-1.3342860310134474,-0.6325353665961199,-0.9004852414726281,-0.1263533801171797
-74.75,4.25,2004-10-16,262.0,0.0,1.130021989256445,-0.08261644357351404,-0.7731326163392465,-0.2018869745074083,-0.054027480877053724
-74.75,4.25,2004-11-16,286.7,6.0,1.3221671419142254,1.1190744086838174,-0.2891335774531978,0.1739293497502034,-0.16031545997940205
-74.75,4.25,2004-12-16,156.40001,6.0,0.1397975875071803,1.204338832333299,0.0888729489935779,0.3924140759550521,-0.04960978299536009
-74.75,4.25,2005-01-16,85.4,6.0,-0.8259639910067126,0.3706625084166625,0.11478704293005722,-0.33513200591258746,-0.04213912669840742
-74.75,4.25,2005-02-15,152.5,6.0,0.09565410088089885,-0.39712480754483204,0.6406566599963917,-0.5215735020776103,-0.1479524297966347
-74.75,4.25,2005-03-16,150.8,5.0,0.07617526220642797,-0.4327667628694036,0.7080419352114208,-0.2712304065988821,0.04471499974196894
-74.75,4.25,2005-04-16,209.7,6.0,0.6808654401415504,0.28918734227234555,0.45330779275808125,0.2009061274318893,-0.21649493154063873
-74.75,4.25,2005-05-16,262.1,6.0,1.1308227792587635,0.8342650652053264,0.33055588448185824,0.9282924327143762,-0.0075751548586593925
-74.75,4.25,2005-06-16,92.4,6.0,-0.7102176757883676,0.5524849843148623,0.0016694857566050484,0.7831368373535315,0.016074268619823372
-74.75,4.25,2005-07-16,58.3,6.0,-1.3508361347274498,-0.2817635799939482,-0.142037611826579,0.08201725587618769,-0.05878716113931032
-74.75,4.25,2005-08-16,105.9,6.0,-0.5032451342831578,-1.4008915471589896,-0.3958820976321883,-0.5974674882104161,0.13846980355961955
-74.75,4.25,2005-09-16,132.90001,6.0,-0.13852012118134935,-1.073291349926058,-0.4957899856658561,-0.6904529499968345,0.12546441500098549
-74.75,4.25,2005-10-16,292.30002,6.0,1.3642517597918482,0.3841734595382876,-0.04574975534572528,0.09136443775150445,0.2260527713662815
-74.75,4.25,2005-11-16,238.90001,7.0,0.9395283406312099,1.0241575942972596,-0.1693952545332802,0.39587343207645015,0.06689618042188905
-74.75,4.25,2005-12-16,193.1,6.0,0.5232053250542136,1.2863914682798914,0.35315660774159346,0.5408399012460013,0.18932295489552364
-74.75,4.25,2006-01-16,171.40001,6.0,0.30303858681271684,0.7436122112092668,0.9007677754148822,0.40969363749817467,0.4703959388981678
-74.75,4.25,2006-02-15,118.0,6.0,-0.3327450169867158,0.12396198030493258,0.9571847451425054,-0.10400411623477197,0.3585936543349051
-74.75,4.25,2006-03-16,341.0,6.0,1.7104417521898347,0.8705716787597405,1.8718295778995335,0.7626643866840291,0.9601043027402958
-74.75,4.25,2006-04-16,285.2,6.0,1.3108060359459992,1.3699691956276712,1.8421924822320868,1.481318217748013,1.1894143211085586
-74.75,4.25,2006-05-16,292.4,6.0,1.3649984207349974,2.0477547258827524,2.0630824030317676,2.030622401991188,1.280045111580473
-74.75,4.25,2006-06-16,182.3,6.0,0.41579364106100286,1.434898731790791,2.0189371507123277,2.1706902862141497,1.5444602747090832
-74.75,4.25,2006-07-16,80.3,6.0,-0.9145708704794935,0.5063719582929493,1.6374054922414385,1.5536378099031307,1.6081813295603822
-74.75,4.25,2006-08-16,44.100002,6.0,-1.701097854410562,-1.0002592738687512,1.3149192914788244,0.9457755555736349,1.4282115123392347
-74.75,4.25,2006-09-16,95.0,6.0,-0.6687921723806054,-1.7356017180372554,0.1390646376451732,0.6222904785584512,1.3163176465661306
-74.75,4.25,2006-10-16,285.1,6.0,1.310047234522878,-0.21240716093149797,0.13854901245294513,0.996079947200396,1.2949265618694112
-74.75,4.25,2006-11-16,285.30002,6.0,1.3115646683692082,1.0299795150842597,0.10184109787628172,1.5177035754065389,1.4320288501354144
-74.75,4.25,2006-12-16,157.2,6.0,0.14876119082936531,1.3003523856455423,-0.029382155151496628,0.942864006905161,1.3261073537785653
-74.75,4.25,2007-01-16,57.3,6.0,-1.3733168142162693,0.21850462056419986,-0.15168191015436014,0.17037283890794871,0.9821923792914724
-74.75,4.25,2007-02-15,37.0,6.0,-1.908680777837806,-1.4446590872860399,-0.18984604310018866,-0.7963303888357691,0.7309244686664489
-74.75,4.25,2007-03-16,215.3,6.0,0.7322062512557248,-0.9785096415920786,0.43199147579614144,-0.664219133458509,0.32823985927127397
-74.75,4.25,2007-04-16,321.7,6.0,1.5772243218174529,0.6010642015349839,0.6116005459307808,0.23767299001676034,0.4468432759410085
-74.75,4.25,2007-05-16,257.6,5.0,1.0945939584321571,1.5754137394955452,0.4760474360813008,0.9577345673915153,0.3337952215691798
-74.75,4.25,2007-06-16,93.3,6.0,-0.695786925865318,1.0620922761719112,0.15400631576318993,0.9522422994986712,0.038657264622678704
-74.75,4.25,2007-07-16,101.700005,6.0,-0.5655660381375888,-0.044920165595402135,0.37919046493663344,0.337219131041263,0.11043727160791968
-74.75,4.25,2007-08-16,99.3,6.0,-0.6019831441994994,-1.0949004186880482,0.6845221757927223,-0.3389301666972815,0.2932012806835835
-74.75,4.25,2007-09-16,102.5,6.0,-0.5535597574495105,-1.024424981177542,0.12254342573954043,-0.5496504649719008,0.317774119320896
-74.75,4.25,2007-10-16,330.9,6.0,1.6413344601375275,0.3924661546756495,0.1699462221756264,0.4510126625102209,0.46652845387871295
-74.75,4.25,2007-11-16,244.40001,6.0,0.9859225799608804,1.085146202901412,0.10184062338143655,1.1341576519847965,0.3337952215691798
-74.75,4.25,2007-12-16,183.8,6.0,0.4309583116277141,1.431611204342208,0.5570744621427426,1.0339321949214655,0.4203212453856123
-74.75,4.25,2008-01-16,94.6,6.0,-0.6751133750853887,0.3408867998694238,0.5223109928795483,0.27321791660906447,0.5404036941514819
-74.75,4.25,2008-02-15,169.0,6.0,0.2775771683862702,-0.07504789755423993,0.8571353715195448,-0.04418235422415873,0.9542679782761097
-74.75,4.25,2008-03-16,178.90001,6.0,0.38111278357697065,-0.10365297958172674,1.2088143805522316,0.26267640741739406,0.8418061907669351
-74.75,4.25,2008-04-16,294.0,6.0,1.3769260066462348,0.9235698222971511,1.040850599188737,0.9120715041478816,0.755391066132392
-74.75,4.25,2008-05-16,584.3,6.0,3.0931376301423685,2.5301971780002503,2.4754233774913343,2.359528825526186,1.7316454536626513
-74.75,4.25,2008-06-16,159.40001,6.0,0.1732554201660179,2.464821401525078,2.379902063897739,2.515111877202783,1.918737015650039
-74.75,4.25,2008-07-16,122.200005,4.0,-0.2763794840986292,1.8522913993684522,2.48787659264391,1.9312225579381623,1.9761149759001801
-74.75,4.25,2008-08-16,126.700005,5.0,-0.21743792335576623,-0.3094968554080424,2.3218637809645686,1.5846212224244207,2.0523414972476073
-74.75,4.25,2008-09-16,144.0,6.0,-0.0032496359318027975,-0.40600277611429203,2.182555089603877,1.4642859890672675,2.1668020282536613
-74.75,4.25,2008-10-16,226.7,6.0,0.8340984836092936,0.20552058208345345,1.9075939910166197,1.8575514222131229,1.8771246916865976
-74.75,4.25,2008-11-16,320.7,6.0,1.5701867313144033,1.1449048609697554,0.7362697371690303,2.2889554370620924,2.089981921037757
-74.75,4.25,2008-12-16,177.0,5.0,0.36154208186521447,1.2868150279459392,0.8198857156642559,2.283674912494564,2.0711782391393907
-74.75,4.25,2009-01-16,139.2,6.0,-0.060847993305453874,0.9006036937414964,0.899831316827107,1.8429784494314454,2.1939339809524547
-74.75,4.25,2009-02-15,149.8,6.0,0.06464819636594527,0.03166090180294847,1.007210606329755,0.47296373513286794,2.14125505762306
-74.75,4.25,2009-03-16,281.80002,6.0,1.2849129389328335,0.5852622103891846,1.6202609365251797,0.8818170843358977,2.420724390475354
-74.75,4.25,2009-04-16,170.7,6.0,0.2956368253142004,0.7383617318622426,1.3765259952601276,1.0384121306920386,2.08500815188051
-74.75,4.25,2009-05-16,188.0,5.0,0.47298983916012083,0.9171509909384281,0.7686796697481146,1.2322797643882064,0.92996474104467
-74.75,4.25,2009-06-16,124.200005,6.0,-0.2500035228546047,0.1261734520605399,0.5134736285586569,1.1701405949817059,0.8209715978153738
-74.75,4.25,2009-07-16,50.600002,6.0,-1.5318260323779413,-0.6023162967814032,0.06547429283715556,0.5963543062531022,0.5956149599209869
-74.75,4.25,2009-08-16,100.1,5.0,-0.5897769071779086,-1.2486965477793495,-0.1979341755168547,-0.1847424289726737,0.5105975938988945
-74.75,4.25,2009-09-16,89.4,6.0,-0.7590424691715688,-1.5448037775106696,-1.3195321436735532,-0.5180716229537343,0.3337952215691798
-74.75,4.25,2009-10-16,279.0,5.0,1.2634394762591366,0.045784945730106434,-0.666416118947523,0.007196256594333303,0.5032126541769016
-74.75,4.25,2009-11-16,167.2,6.0,0.2583230521053747,0.40745489814320796,-0.7871718650105402,0.07013701480764155,-0.0025031485246666094
