time,lon,lat,pre
1958-05-16,-73.75,4.75,109.1
1958-06-16,-73.75,4.75,71.700005
1958-07-16,-73.75,4.75,59.3
1958-08-16,-73.75,4.75,96.1
1958-09-16,-73.75,4.75,33.0
1958-10-16,-73.75,4.75,100.5
1958-11-16,-73.75,4.75,78.8
1958-12-16,-73.75,4.75,51.4
1959-01-16,-73.75,4.75,13.2
1959-02-15,-73.75,4.75,9.900001
1959-03-16,-73.75,4.75,28.0
1959-04-16,-73.75,4.75,70.700005
1959-05-16,-73.75,4.75,234.0
1959-06-16,-73.75,4.75,204.1
1959-07-16,-73.75,4.75,200.6
1959-08-16,-73.75,4.75,101.9
1959-09-16,-73.75,4.75,46.3
1959-10-16,-73.75,4.75,113.1
1959-11-16,-73.75,4.75,81.0
1959-12-16,-73.75,4.75,42.600002
1960-01-16,-73.75,4.75,35.3
1960-02-15,-73.75,4.75,50.3
1960-03-16,-73.75,4.75,45.7
1960-04-16,-73.75,4.75,108.6
1960-05-16,-73.75,4.75,110.700005
1960-06-16,-73.75,4.75,106.700005
1960-07-16,-73.75,4.75,162.7
1960-08-16,-73.75,4.75,155.6
1960-09-16,-73.75,4.75,62.3
1960-10-16,-73.75,4.75,141.1
1960-11-16,-73.75,4.75,57.600002
1960-12-16,-73.75,4.75,68.8
1961-01-16,-73.75,4.75,22.5
1961-02-15,-73.75,4.75,14.8
1961-03-16,-73.75,4.75,89.700005
1961-04-16,-73.75,4.75,127.200005
1961-05-16,-73.75,4.75,57.100002
1961-06-16,-73.75,4.75,117.5
1961-07-16,-73.75,4.75,164.6
1961-08-16,-73.75,4.75,58.100002
1961-09-16,-73.75,4.75,46.7
1961-10-16,-73.75,4.75,136.8
1961-11-16,-73.75,4.75,109.6
1961-12-16,-73.75,4.75,30.4
1962-01-16,-73.75,4.75,20.5
1962-02-15,-73.75,4.75,22.6
1962-03-16,-73.75,4.75,96.0
1962-04-16,-73.75,4.75,105.8
1962-05-16,-73.75,4.75,138.3
1962-06-16,-73.75,4.75,169.3
1962-07-16,-73.75,4.75,109.4
1962-08-16,-73.75,4.75,99.200005
1962-09-16,-73.75,4.75,59.3
1962-10-16,-73.75,4.75,84.200005
1962-11-16,-73.75,4.75,91.4
1962-12-16,-73.75,4.75,47.7
1963-01-16,-73.75,4.75,24.5
1963-02-15,-73.75,4.75,61.8
1963-03-16,-73.75,4.75,54.0
1963-04-16,-73.75,4.75,134.3
1963-05-16,-73.75,4.75,179.3
1963-06-16,-73.75,4.75,112.8
1963-07-16,-73.75,4.75,170.7
1963-08-16,-73.75,4.75,89.1
1963-09-16,-73.75,4.75,41.7
1963-10-16,-73.75,4.75,84.1
1963-11-16,-73.75,4.75,118.1
1963-12-16,-73.75,4.75,18.5
1964-01-16,-73.75,4.75,6.9
1964-02-15,-73.75,4.75,26.9
1964-03-16,-73.75,4.75,19.1
1964-04-16,-73.75,4.75,120.700005
1964-05-16,-73.75,4.75,122.8
1964-06-16,-73.75,4.75,175.0
1964-07-16,-73.75,4.75,187.8
1964-08-16,-73.75,4.75,86.1
1964-09-16,-73.75,4.75,50.7
1964-10-16,-73.75,4.75,113.4
1964-11-16,-73.75,4.75,69.700005
1964-12-16,-73.75,4.75,36.100002
1965-01-16,-73.75,4.75,21.7
1965-02-15,-73.75,4.75,26.6
1965-03-16,-73.75,4.75,33.4
1965-04-16,-73.75,4.75,138.3
1965-05-16,-73.75,4.75,124.6
1965-06-16,-73.75,4.75,51.4
1965-07-16,-73.75,4.75,85.9
1965-08-16,-73.75,4.75,83.0
1965-09-16,-73.75,4.75,35.4
1965-10-16,-73.75,4.75,149.3
1965-11-16,-73.75,4.75,134.0
1965-12-16,-73.75,4.75,36.9
1966-01-16,-73.75,4.75,18.5
1966-02-15,-73.75,4.75,23.7
1966-03-16,-73.75,4.75,70.0
1966-04-16,-73.75,4.75,81.3
1966-05-16,-73.75,4.75,90.4
1966-06-16,-73.75,4.75,179.8
1966-07-16,-73.75,4.75,120.5
1966-08-16,-73.75,4.75,110.9
1966-09-16,-73.75,4.75,92.8
1966-10-16,-73.75,4.75,98.3
1966-11-16,-73.75,4.75,145.6
1966-12-16,-73.75,4.75,75.8
1967-01-16,-73.75,4.75,11.900001
1967-02-15,-73.75,4.75,30.0
1967-03-16,-73.75,4.75,66.0
1967-04-16,-73.75,4.75,149.3
1967-05-16,-73.75,4.75,144.40001
1967-06-16,-73.75,4.75,172.8
1967-07-16,-73.75,4.75,122.200005
1967-08-16,-73.75,4.75,70.700005
1967-09-16,-73.75,4.75,54.600002
1967-10-16,-73.75,4.75,99.200005
1967-11-16,-73.75,4.75,96.9
1967-12-16,-73.75,4.75,40.3
1968-01-16,-73.75,4.75,26.800001
1968-02-15,-73.75,4.75,49.2
1968-03-16,-73.75,4.75,32.2
1968-04-16,-73.75,4.75,222.3
1968-05-16,-73.75,4.75,95.4
1968-06-16,-73.75,4.75,219.8
1968-07-16,-73.75,4.75,112.9
1968-08-16,-73.75,4.75,79.3
1968-09-16,-73.75,4.75,99.1
1968-10-16,-73.75,4.75,140.7
1968-11-16,-73.75,4.75,107.4
1968-12-16,-73.75,4.75,31.9
1969-01-16,-73.75,4.75,61.100002
1969-02-15,-73.75,4.75,51.4
1969-03-16,-73.75,4.75,51.4
1969-04-16,-73.75,4.75,168.1
1969-05-16,-73.75,4.75,110.5
1969-06-16,-73.75,4.75,134.5
1969-07-16,-73.75,4.75,56.8
1969-08-16,-73.75,4.75,78.1
1969-09-16,-73.75,4.75,66.3
1969-10-16,-73.75,4.75,179.3
1969-11-16,-73.75,4.75,70.3
1969-12-16,-73.75,4.75,46.4
1970-01-16,-73.75,4.75,53.9
1970-02-15,-73.75,4.75,48.2
1970-03-16,-73.75,4.75,41.2
1970-04-16,-73.75,4.75,87.9
1970-05-16,-73.75,4.75,143.6
1970-06-16,-73.75,4.75,125.8
1970-07-16,-73.75,4.75,151.1
1970-08-16,-73.75,4.75,97.4
1970-09-16,-73.75,4.75,91.8
1970-10-16,-73.75,4.75,160.6
1970-11-16,-73.75,4.75,94.700005
1970-12-16,-73.75,4.75,38.100002
1971-01-16,-73.75,4.75,54.0
1971-02-15,-73.75,4.75,61.8
1971-03-16,-73.75,4.75,90.3
1971-04-16,-73.75,4.75,108.4
1971-05-16,-73.75,4.75,175.5
1971-06-16,-73.75,4.75,115.1
1971-07-16,-73.75,4.75,131.5
1971-08-16,-73.75,4.75,128.90001
1971-09-16,-73.75,4.75,90.0
1971-10-16,-73.75,4.75,100.700005
1971-11-16,-73.75,4.75,78.3
1971-12-16,-73.75,4.75,46.600002
1972-01-16,-73.75,4.75,81.6
1972-02-15,-73.75,4.75,54.9
1972-03-16,-73.75,4.75,87.9
1972-04-16,-73.75,4.75,177.0
1972-05-16,-73.75,4.75,124.3
1972-06-16,-73.75,4.75,159.0
1972-07-16,-73.75,4.75,101.3
1972-08-16,-73.75,4.75,102.6
1972-09-16,-73.75,4.75,55.3
1972-10-16,-73.75,4.75,86.0
1972-11-16,-73.75,4.75,98.6
1972-12-16,-73.75,4.75,27.0
1973-01-16,-73.75,4.75,6.9
1973-02-15,-73.75,4.75,10.6
1973-03-16,-73.75,4.75,50.100002
1973-04-16,-73.75,4.75,87.6
1973-05-16,-73.75,4.75,112.0
1973-06-16,-73.75,4.75,124.200005
1973-07-16,-73.75,4.75,158.7
1973-08-16,-73.75,4.75,184.90001
1973-09-16,-73.75,4.75,134.40001
1973-10-16,-73.75,4.75,127.9
1973-11-16,-73.75,4.75,100.4
1973-12-16,-73.75,4.75,83.5
1974-01-16,-73.75,4.75,40.3
1974-02-15,-73.75,4.75,71.200005
1974-03-16,-73.75,4.75,86.0
1974-04-16,-73.75,4.75,110.6
1974-05-16,-73.75,4.75,109.9
1974-06-16,-73.75,4.75,113.6
1974-07-16,-73.75,4.75,81.0
1974-08-16,-73.75,4.75,81.9
1974-09-16,-73.75,4.75,103.200005
1974-10-16,-73.75,4.75,108.200005
1974-11-16,-73.75,4.75,96.200005
1974-12-16,-73.75,4.75,15.3
1975-01-16,-73.75,4.75,4.6
1975-02-15,-73.75,4.75,54.8
1975-03-16,-73.75,4.75,85.9
1975-04-16,-73.75,4.75,95.200005
1975-05-16,-73.75,4.75,128.90001
1975-06-16,-73.75,4.75,128.1
1975-07-16,-73.75,4.75,257.0
1975-08-16,-73.75,4.75,119.8
1975-09-16,-73.75,4.75,74.5
1975-10-16,-73.75,4.75,145.2
1975-11-16,-73.75,4.75,81.200005
1975-12-16,-73.75,4.75,105.0
1976-01-16,-73.75,4.75,10.0
1976-02-15,-73.75,4.75,43.4
1976-03-16,-73.75,4.75,102.3
1976-04-16,-73.75,4.75,124.9
1976-05-16,-73.75,4.75,110.9
1976-06-16,-73.75,4.75,112.1
1976-07-16,-73.75,4.75,71.200005
1976-08-16,-73.75,4.75,66.0
1976-09-16,-73.75,4.75,85.6
1976-10-16,-73.75,4.75,153.40001
1976-11-16,-73.75,4.75,78.8
1976-12-16,-73.75,4.75,58.100002
1977-01-16,-73.75,4.75,4.2000003
1977-02-15,-73.75,4.75,12.7
1977-03-16,-73.75,4.75,69.200005
1977-04-16,-73.75,4.75,97.1
1977-05-16,-73.75,4.75,85.3
1977-06-16,-73.75,4.75,104.8
1977-07-16,-73.75,4.75,121.200005
1977-08-16,-73.75,4.75,94.700005
1977-09-16,-73.75,4.75,108.1
1977-10-16,-73.75,4.75,109.8
1977-11-16,-73.75,4.75,109.9
1977-12-16,-73.75,4.75,34.2
1978-01-16,-73.75,4.75,11.7
1978-02-15,-73.75,4.75,38.4
1978-03-16,-73.75,4.75,102.8
1978-04-16,-73.75,4.75,158.6
1978-05-16,-73.75,4.75,125.4
1978-06-16,-73.75,4.75,135.3
1978-07-16,-73.75,4.75,125.200005
1978-08-16,-73.75,4.75,50.8
1978-09-16,-73.75,4.75,94.9
1978-10-16,-73.75,4.75,96.200005
1978-11-16,-73.75,4.75,74.200005
1978-12-16,-73.75,4.75,44.4
1979-01-16,-73.75,4.75,15.6
1979-02-15,-73.75,4.75,25.300001
1979-03-16,-73.75,4.75,75.1
1979-04-16,-73.75,4.75,181.8
1979-05-16,-73.75,4.75,118.6
1979-06-16,-73.75,4.75,179.5
1979-07-16,-73.75,4.75,119.6
1979-08-16,-73.75,4.75,147.2
1979-09-16,-73.75,4.75,73.200005
1979-10-16,-73.75,4.75,137.3
1979-11-16,-73.75,4.75,159.90001
1979-12-16,-73.75,4.75,36.4
1980-01-16,-73.75,4.75,25.5
1980-02-15,-73.75,4.75,49.7
1980-03-16,-73.75,4.75,38.7
1980-04-16,-73.75,4.75,100.8
1980-05-16,-73.75,4.75,94.0
1980-06-16,-73.75,4.75,194.40001
1980-07-16,-73.75,4.75,93.6
1980-08-16,-73.75,4.75,113.8
1980-09-16,-73.75,4.75,96.0
1980-10-16,-73.75,4.75,103.3
1980-11-16,-73.75,4.75,59.5
1980-12-16,-73.75,4.75,53.3
1981-01-16,-73.75,4.75,10.6
1981-02-15,-73.75,4.75,68.0
1981-03-16,-73.75,4.75,34.5
1981-04-16,-73.75,4.75,178.0
1981-05-16,-73.75,4.75,236.90001
1981-06-16,-73.75,4.75,163.90001
1981-07-16,-73.75,4.75,101.5
1981-08-16,-73.75,4.75,140.7
1981-09-16,-73.75,4.75,71.6
1981-10-16,-73.75,4.75,115.9
1981-11-16,-73.75,4.75,89.9
1981-12-16,-73.75,4.75,42.0
1982-01-16,-73.75,4.75,38.2
1982-02-15,-73.75,4.75,60.8
1982-03-16,-73.75,4.75,79.8
1982-04-16,-73.75,4.75,228.40001
1982-05-16,-73.75,4.75,130.90001
1982-06-16,-73.75,4.75,86.0
1982-07-16,-73.75,4.75,86.1
1982-08-16,-73.75,4.75,61.3
1982-09-16,-73.75,4.75,52.4
1982-10-16,-73.75,4.75,119.200005
1982-11-16,-73.75,4.75,83.6
1982-12-16,-73.75,4.75,41.0
1983-01-16,-73.75,4.75,18.9
1983-02-15,-73.75,4.75,58.4
1983-03-16,-73.75,4.75,100.4
1983-04-16,-73.75,4.75,178.7
1983-05-16,-73.75,4.75,117.4
1983-06-16,-73.75,4.75,80.9
1983-07-16,-73.75,4.75,107.9
1983-08-16,-73.75,4.75,83.8
1983-09-16,-73.75,4.75,53.5
1983-10-16,-73.75,4.75,101.0
1983-11-16,-73.75,4.75,48.0
1983-12-16,-73.75,4.75,66.200005
1984-01-16,-73.75,4.75,67.1
1984-02-15,-73.75,4.75,76.1
1984-03-16,-73.75,4.75,52.8
1984-04-16,-73.75,4.75,127.4
1984-05-16,-73.75,4.75,137.2
1984-06-16,-73.75,4.75,194.40001
1984-07-16,-73.75,4.75,114.5
1984-08-16,-73.75,4.75,167.3
1984-09-16,-73.75,4.75,135.90001
1984-10-16,-73.75,4.75,107.9
1984-11-16,-73.75,4.75,113.700005
1984-12-16,-73.75,4.75,21.2
1985-01-16,-73.75,4.75,17.300001
1985-02-15,-73.75,4.75,8.0
1985-03-16,-73.75,4.75,48.100002
1985-04-16,-73.75,4.75,83.5
1985-05-16,-73.75,4.75,139.90001
1985-06-16,-73.75,4.75,99.5
1985-07-16,-73.75,4.75,124.5
1985-08-16,-73.75,4.75,138.5
1985-09-16,-73.75,4.75,105.3
1985-10-16,-73.75,4.75,119.8
1985-11-16,-73.75,4.75,100.5
1985-12-16,-73.75,4.75,38.4
1986-01-16,-73.75,4.75,25.9
1986-02-15,-73.75,4.75,92.6
1986-03-16,-73.75,4.75,72.9
1986-04-16,-73.75,4.75,115.200005
1986-05-16,-73.75,4.75,111.0
1986-06-16,-73.75,4.75,163.6
1986-07-16,-73.75,4.75,91.9
1986-08-16,-73.75,4.75,71.9
1986-09-16,-73.75,4.75,80.4
1986-10-16,-73.75,4.75,189.40001
1986-11-16,-73.75,4.75,103.200005
1986-12-16,-73.75,4.75,16.5
1987-01-16,-73.75,4.75,36.5
1987-02-15,-73.75,4.75,29.1
1987-03-16,-73.75,4.75,58.100002
1987-04-16,-73.75,4.75,124.6
1987-05-16,-73.75,4.75,139.1
1987-06-16,-73.75,4.75,82.200005
1987-07-16,-73.75,4.75,202.2
1987-08-16,-73.75,4.75,89.6
1987-09-16,-73.75,4.75,77.1
1987-10-16,-73.75,4.75,153.2
1987-11-16,-73.75,4.75,86.200005
1987-12-16,-73.75,4.75,33.9
1988-01-16,-73.75,4.75,14.0
1988-02-15,-73.75,4.75,49.3
1988-03-16,-73.75,4.75,36.600002
1988-04-16,-73.75,4.75,129.2
1988-05-16,-73.75,4.75,92.9
1988-06-16,-73.75,4.75,140.3
1988-07-16,-73.75,4.75,182.3
1988-08-16,-73.75,4.75,161.7
1988-09-16,-73.75,4.75,114.4
1988-10-16,-73.75,4.75,123.200005
1988-11-16,-73.75,4.75,137.5
1988-12-16,-73.75,4.75,66.8
1989-01-16,-73.75,4.75,23.300001
1989-02-15,-73.75,4.75,64.700005
1989-03-16,-73.75,4.75,113.0
1989-04-16,-73.75,4.75,71.200005
1989-05-16,-73.75,4.75,126.0
1989-06-16,-73.75,4.75,111.200005
1989-07-16,-73.75,4.75,104.4
1989-08-16,-73.75,4.75,85.1
1989-09-16,-73.75,4.75,101.8
1989-10-16,-73.75,4.75,89.1
1989-11-16,-73.75,4.75,74.8
1989-12-16,-73.75,4.75,47.2
1990-01-16,-73.75,4.75,30.0
1990-02-15,-73.75,4.75,66.3
1990-03-16,-73.75,4.75,72.1
1990-04-16,-73.75,4.75,143.6
1990-05-16,-73.75,4.75,122.9
1990-06-16,-73.75,4.75,73.0
1990-07-16,-73.75,4.75,115.8
1990-08-16,-73.75,4.75,55.7
1990-09-16,-73.75,4.75,58.9
1990-10-16,-73.75,4.75,137.40001
1990-11-16,-73.75,4.75,82.8
1990-12-16,-73.75,4.75,69.1
1991-01-16,-73.75,4.75,21.7
1991-02-15,-73.75,4.75,29.6
1991-03-16,-73.75,4.75,128.5
1991-04-16,-73.75,4.75,124.700005
1991-05-16,-73.75,4.75,122.9
1991-06-16,-73.75,4.75,110.6
1991-07-16,-73.75,4.75,131.1
1991-08-16,-73.75,4.75,84.8
1991-09-16,-73.75,4.75,77.6
1991-10-16,-73.75,4.75,66.0
1991-11-16,-73.75,4.75,88.0
1991-12-16,-73.75,4.75,52.4
1992-01-16,-73.75,4.75,21.6
1992-02-15,-73.75,4.75,24.2
1992-03-16,-73.75,4.75,43.8
1992-04-16,-73.75,4.75,75.3
1992-05-16,-73.75,4.75,83.9
1992-06-16,-73.75,4.75,75.4
1992-07-16,-73.75,4.75,99.200005
1992-08-16,-73.75,4.75,79.200005
1992-09-16,-73.75,4.75,79.4
1992-10-16,-73.75,4.75,58.3
1992-11-16,-73.75,4.75,102.3
1992-12-16,-73.75,4.75,55.3
1993-01-16,-73.75,4.75,39.3
1993-02-15,-73.75,4.75,48.7
1993-03-16,-73.75,4.75,90.4
1993-04-16,-73.75,4.75,132.2
1993-05-16,-73.75,4.75,132.0
1993-06-16,-73.75,4.75,67.4
1993-07-16,-73.75,4.75,166.2
1993-08-16,-73.75,4.75,73.200005
1993-09-16,-73.75,4.75,116.6
1993-10-16,-73.75,4.75,98.8
1993-11-16,-73.75,4.75,134.7
1993-12-16,-73.75,4.75,47.9
1994-01-16,-73.75,4.75,42.2
1994-02-15,-73.75,4.75,54.5
1994-03-16,-73.75,4.75,104.6
1994-04-16,-73.75,4.75,118.5
1994-05-16,-73.75,4.75,123.8
1994-06-16,-73.75,4.75,89.9
1994-07-16,-73.75,4.75,125.700005
1994-08-16,-73.75,4.75,74.8
1994-09-16,-73.75,4.75,80.4
1994-10-16,-73.75,4.75,144.8
1994-11-16,-73.75,4.75,120.700005
1994-12-16,-73.75,4.75,28.4
1995-01-16,-73.75,4.75,18.9
1995-02-15,-73.75,4.75,25.800001
1995-03-16,-73.75,4.75,81.9
1995-04-16,-73.75,4.75,130.5
1995-05-16,-73.75,4.75,139.5
1995-06-16,-73.75,4.75,162.90001
1995-07-16,-73.75,4.75,187.1
1995-08-16,-73.75,4.75,122.6
1995-09-16,-73.75,4.75,80.1
1995-10-16,-73.75,4.75,112.3
1995-11-16,-73.75,4.75,83.0
1995-12-16,-73.75,4.75,65.1
1996-01-16,-73.75,4.75,33.4
1996-02-15,-73.75,4.75,78.9
1996-03-16,-73.75,4.75,94.5
1996-04-16,-73.75,4.75,107.1
1996-05-16,-73.75,4.75,156.0
1996-06-16,-73.75,4.75,148.2
1996-07-16,-73.75,4.75,177.40001
1996-08-16,-73.75,4.75,107.9
1996-09-16,-73.75,4.75,68.8
1996-10-16,-73.75,4.75,126.3
1996-11-16,-73.75,4.75,97.6
1996-12-16,-73.75,4.75,51.5
1997-01-16,-73.75,4.75,73.0
1997-02-15,-73.75,4.75,38.0
1997-03-16,-73.75,4.75,59.2
1997-04-16,-73.75,4.75,109.8
1997-05-16,-73.75,4.75,93.8
1997-06-16,-73.75,4.75,179.3
1997-07-16,-73.75,4.75,75.6
1997-08-16,-73.75,4.75,38.2
1997-09-16,-73.75,4.75,79.5
1997-10-16,-73.75,4.75,67.3
1997-11-16,-73.75,4.75,71.200005
1997-12-16,-73.75,4.75,14.7
1998-01-16,-73.75,4.75,11.900001
1998-02-15,-73.75,4.75,49.7
1998-03-16,-73.75,4.75,78.9
1998-04-16,-73.75,4.75,121.3
1998-05-16,-73.75,4.75,169.8
1998-06-16,-73.75,4.75,114.0
1998-07-16,-73.75,4.75,207.0
1998-08-16,-73.75,4.75,111.1
1998-09-16,-73.75,4.75,106.4
1998-10-16,-73.75,4.75,133.0
1998-11-16,-73.75,4.75,102.3
1998-12-16,-73.75,4.75,82.6
1999-01-16,-73.75,4.75,45.5
1999-02-15,-73.75,4.75,106.700005
1999-03-16,-73.75,4.75,73.700005
1999-04-16,-73.75,4.75,125.0
1999-05-16,-73.75,4.75,101.3
1999-06-16,-73.75,4.75,193.1
1999-07-16,-73.75,4.75,95.9
1999-08-16,-73.75,4.75,94.5
1999-09-16,-73.75,4.75,144.90001
1999-10-16,-73.75,4.75,161.6
1999-11-16,-73.75,4.75,112.700005
1999-12-16,-73.75,4.75,63.8
2000-01-16,-73.75,4.75,40.100002
2000-02-15,-73.75,4.75,97.6
2000-03-16,-73.75,4.75,87.1
2000-04-16,-73.75,4.75,91.6
2000-05-16,-73.75,4.75,157.0
2000-06-16,-73.75,4.75,141.6
2000-07-16,-73.75,4.75,177.1
2000-08-16,-73.75,4.75,92.700005
2000-09-16,-73.75,4.75,116.200005
2000-10-16,-73.75,4.75,94.200005
2000-11-16,-73.75,4.75,69.3
2000-12-16,-73.75,4.75,43.600002
2001-01-16,-73.75,4.75,21.5
2001-02-15,-73.75,4.75,25.2
2001-03-16,-73.75,4.75,83.5
2001-04-16,-73.75,4.75,86.700005
2001-05-16,-73.75,4.75,126.4
2001-06-16,-73.75,4.75,124.8
2001-07-16,-73.75,4.75,143.40001
2001-08-16,-73.75,4.75,54.3
2001-09-16,-73.75,4.75,80.1
2001-10-16,-73.75,4.75,112.200005
2001-11-16,-73.75,4.75,84.8
2001-12-16,-73.75,4.75,80.1
2002-01-16,-73.75,4.75,13.400001
2002-02-15,-73.75,4.75,18.9
2002-03-16,-73.75,4.75,110.3
2002-04-16,-73.75,4.75,168.1
2002-05-16,-73.75,4.75,165.0
2002-06-16,-73.75,4.75,190.7
2002-07-16,-73.75,4.75,146.8
2002-08-16,-73.75,4.75,72.6
2002-09-16,-73.75,4.75,80.4
2002-10-16,-73.75,4.75,104.3
2002-11-16,-73.75,4.75,76.8
2002-12-16,-73.75,4.75,55.2
2003-01-16,-73.75,4.75,11.2
2003-02-15,-73.75,4.75,23.5
2003-03-16,-73.75,4.75,78.1
2003-04-16,-73.75,4.75,145.8
2003-05-16,-73.75,4.75,78.9
2003-06-16,-73.75,4.75,224.40001
2003-07-16,-73.75,4.75,86.700005
2003-08-16,-73.75,4.75,101.8
2003-09-16,-73.75,4.75,86.9
2003-10-16,-73.75,4.75,104.8
2003-11-16,-73.75,4.75,132.6
2003-12-16,-73.75,4.75,53.4
2004-01-16,-73.75,4.75,23.1
2004-02-15,-73.75,4.75,77.1
2004-03-16,-73.75,4.75,42.100002
2004-04-16,-73.75,4.75,170.90001
2004-05-16,-73.75,4.75,134.0
2004-06-16,-73.75,4.75,101.200005
2004-07-16,-73.75,4.75,148.6
2004-08-16,-73.75,4.75,69.0
2004-09-16,-73.75,4.75,86.5
2004-10-16,-73.75,4.75,123.5
2004-11-16,-73.75,4.75,114.4
2004-12-16,-73.75,4.75,63.8
2005-01-16,-73.75,4.75,37.3
2005-02-15,-73.75,4.75,68.3
2005-03-16,-73.75,4.75,64.200005
2005-04-16,-73.75,4.75,116.3
2005-05-16,-73.75,4.75,169.0
2005-06-16,-73.75,4.75,120.1
2005-07-16,-73.75,4.75,114.9
2005-08-16,-73.75,4.75,123.1
2005-09-16,-73.75,4.75,75.5
2005-10-16,-73.75,4.75,142.0
2005-11-16,-73.75,4.75,98.0
2005-12-16,-73.75,4.75,60.600002
2006-01-16,-73.75,4.75,59.100002
2006-02-15,-73.75,4.75,40.2
2006-03-16,-73.75,4.75,151.3
2006-04-16,-73.75,4.75,146.6
2006-05-16,-73.75,4.75,164.8
2006-06-16,-73.75,4.75,187.90001
2006-07-16,-73.75,4.75,130.40001
2006-08-16,-73.75,4.75,58.100002
2006-09-16,-73.75,4.75,51.9
2006-10-16,-73.75,4.75,147.2
2006-11-16,-73.75,4.75,112.3
2006-12-16,-73.75,4.75,53.600002
2007-01-16,-73.75,4.75,13.3
2007-02-15,-73.75,4.75,16.2
2007-03-16,-73.75,4.75,99.200005
2007-04-16,-73.75,4.75,154.2
2007-05-16,-73.75,4.75,142.90001
2007-06-16,-73.75,4.75,104.8
2007-07-16,-73.75,4.75,159.8
2007-08-16,-73.75,4.75,126.6
2007-09-16,-73.75,4.75,56.7
2007-10-16,-73.75,4.75,152.1
2007-11-16,-73.75,4.75,96.700005
2007-12-16,-73.75,4.75,61.4
2008-01-16,-73.75,4.75,24.800001
2008-02-15,-73.75,4.75,55.4
2008-03-16,-73.75,4.75,66.200005
2008-04-16,-73.75,4.75,141.0
2008-05-16,-73.75,4.75,275.7
2008-06-16,-73.75,4.75,163.1
2008-07-16,-73.75,4.75,227.40001
2008-08-16,-73.75,4.75,150.6
2008-09-16,-73.75,4.75,81.200005
2008-10-16,-73.75,4.75,123.1
2008-11-16,-73.75,4.75,131.2
2008-12-16,-73.75,4.75,66.5
2009-01-16,-73.75,4.75,42.100002
2009-02-15,-73.75,4.75,63.600002
2009-03-16,-73.75,4.75,119.6
2009-04-16,-73.75,4.75,95.8
2009-05-16,-73.75,4.75,120.1
2009-06-16,-73.75,4.75,135.3
2009-07-16,-73.75,4.75,108.6
2009-08-16,-73.75,4.75,121.8
2009-09-16,-73.75,4.75,52.5
2009-10-16,-73.75,4.75,133.3
2009-11-16,-73.75,4.75,70.700005
2009-12-16,-73.75,4.75,35.100002
2010-01-16,-73.75,4.75,2.5
2010-02-15,-73.75,4.75,35.100002
2010-03-16,-73.75,4.75,67.1
2010-04-16,-73.75,4.75,186.40001
2010-05-16,-73.75,4.75,167.1
2010-06-16,-73.75,4.75,176.3
2010-07-16,-73.75,4.75,196.8
2010-08-16,-73.75,4.75,95.4
2010-09-16,-73.75,4.75,99.700005
2010-10-16,-73.75,4.75,120.4
2010-11-16,-73.75,4.75,162.90001
2010-12-16,-73.75,4.75,106.6
2011-01-16,-73.75,4.75,36.3
2011-02-15,-73.75,4.75,88.1
2011-03-16,-73.75,4.75,95.5
2011-04-16,-73.75,4.75,267.0
2011-05-16,-73.75,4.75,158.40001
2011-06-16,-73.75,4.75,187.0
2011-07-16,-73.75,4.75,172.3
2011-08-16,-73.75,4.75,97.4
2011-09-16,-73.75,4.75,101.4
2011-10-16,-73.75,4.75,136.3
2011-11-16,-73.75,4.75,147.2
2011-12-16,-73.75,4.75,84.0
2012-01-16,-73.75,4.75,33.7
2012-02-15,-73.75,4.75,33.0
2012-03-16,-73.75,4.75,84.6
2012-04-16,-73.75,4.75,162.7
2012-05-16,-73.75,4.75,83.4
2012-06-16,-73.75,4.75,80.700005
2012-07-16,-73.75,4.75,106.1
2012-08-16,-73.75,4.75,75.0
2012-09-16,-73.75,4.75,35.600002
2012-10-16,-73.75,4.75,108.4
2012-11-16,-73.75,4.75,72.3
2012-12-16,-73.75,4.75,81.700005
2013-01-16,-73.75,4.75,10.5
2013-02-15,-73.75,4.75,71.5
2013-03-16,-73.75,4.75,59.8
2013-04-16,-73.75,4.75,87.0
2013-05-16,-73.75,4.75,161.6
2013-06-16,-73.75,4.75,98.6
2013-07-16,-73.75,4.75,58.4
2013-08-16,-73.75,4.75,127.1
2013-09-16,-73.75,4.75,64.8
2013-10-16,-73.75,4.75,86.6
2013-11-16,-73.75,4.75,97.200005
2013-12-16,-73.75,4.75,51.3
2014-01-16,-73.75,4.75,25.9
2014-02-15,-73.75,4.75,47.4
2014-03-16,-73.75,4.75,74.1
2014-04-16,-73.75,4.75,94.6
2014-05-16,-73.75,4.75,104.700005
2014-06-16,-73.75,4.75,101.1
2014-07-16,-73.75,4.75,76.1
2014-08-16,-73.75,4.75,76.3
2014-09-16,-73.75,4.75,56.4
2014-10-16,-73.75,4.75,110.4
2014-11-16,-73.75,4.75,103.1
2014-12-16,-73.75,4.75,62.3
2015-01-16,-73.75,4.75,41.0
2015-02-15,-73.75,4.75,31.6
2015-03-16,-73.75,4.75,91.1
2015-04-16,-73.75,4.75,103.3
2015-05-16,-73.75,4.75,64.4
2015-06-16,-73.75,4.75,56.7
2015-07-16,-73.75,4.75,100.1
2015-08-16,-73.75,4.75,66.9
2015-09-16,-73.75,4.75,49.3
2015-10-16,-73.75,4.75,81.0
2015-11-16,-73.75,4.75,82.8
2015-12-16,-73.75,4.75,20.9
