lon,lat,time,pre,stn,spi_1,spi_3
-73.25,3.75,1982-10-16,303.4,8.0,0.6308915808691563,-0.047866137720779044
-73.25,3.75,1982-11-16,167.40001,8.0,-0.1772221800013245,-0.011561589409266161
-73.25,3.75,1982-12-16,70.700005,8.0,-1.114420065678372,-0.3215288330912137
-73.25,4.25,1980-01-16,26.300001,8.0,-2.013512591813938,
-73.25,4.25,1980-02-15,105.700005,8.0,-0.8483972445480688,
-73.25,4.25,1980-03-16,76.6,8.0,-1.1542774885298797,-1.9925458092935655
-73.25,4.25,1980-04-16,291.6,8.0,0.32503215815347525,-0.8457276795273463
-73.25,4.25,1980-05-16,314.1,8.0,0.42674162548829037,-0.24193230527375748
-73.25,4.25,1980-06-16,621.60004,8.0,1.4961411976512375,0.8939042126308656
-73.25,4.25,1980-07-16,279.30002,8.0,0.26721166230837906,0.8724332022524885
-73.25,4.25,1980-08-16,351.2,8.0,0.5844282067517478,0.9367761638931645
-73.25,4.25,1980-09-16,327.2,8.0,0.4837544655185396,0.3864738767683346
-73.25,4.25,1980-10-16,319.2,8.0,0.4491205527772254,0.46702676285396777
-73.25,4.25,1980-11-16,165.90001,8.0,-0.37151852745240393,0.07252307045971348
-73.25,4.25,1980-12-16,120.700005,8.0,-0.7143493811923795,-0.4464885902220993
-73.25,4.25,1981-01-16,11.400001,8.0,-2.5647776807152147,-1.5255674320736665
-73.25,4.25,1981-02-15,151.5,8.0,-0.472670347259439,-1.5930740229254523
-73.25,4.25,1981-03-16,78.1,8.0,-1.1365801951538859,-1.8087421023648953
-73.25,4.25,1981-04-16,538.60004,8.0,1.249121207041087,-0.030070446260080187
-73.25,4.25,1981-05-16,813.10004,8.0,1.9968381255549144,1.2290452802722835
-73.25,4.25,1981-06-16,530.0,8.0,1.222193583335227,1.880622918815782
-73.25,4.25,1981-07-16,273.4,8.0,0.2388723981364351,1.51208309693275
-73.25,4.25,1981-08-16,448.0,8.0,0.9502902527631758,0.9355734575029713
-73.25,4.25,1981-09-16,258.1,8.0,0.16342311598126263,0.43075369147009834
-73.25,4.25,1981-10-16,325.1,8.0,0.4747175306765546,0.5332294301256832
-73.25,4.25,1981-11-16,228.5,8.0,0.008433497159500538,0.07115257524808925
-73.25,4.25,1981-12-16,97.0,8.0,-0.9325806738777661,-0.3246909570303564
-73.25,4.25,1982-01-16,42.100002,8.0,-1.6609332839535083,-1.2290539271561876
-73.25,4.25,1982-02-15,133.2,8.0,-0.6115091123902933,-1.6478246427103695
-73.25,4.25,1982-03-16,178.2,8.0,-0.2898722392967993,-1.2856288484814278
-73.25,4.25,1982-04-16,727.8,8.0,1.7839157254211233,0.5487825293514357
-73.25,4.25,1982-05-16,465.5,8.0,1.0108229012961016,1.135865796625657
-73.25,4.25,1982-06-16,251.5,8.0,0.12994771277154435,1.252625121372547
-73.25,4.25,1982-07-16,258.1,8.0,0.16342311598126263,0.42186923183933756
-73.25,4.25,1982-08-16,202.8,8.0,-0.13762324980951718,-0.16573927339135866
-73.25,4.25,1982-09-16,215.5,8.0,-0.0639601879277982,-0.25713381414744285
-73.25,4.25,1982-10-16,359.6,8.0,0.6185966590973169,-0.007171352669943876
-73.25,4.25,1982-11-16,249.0,8.0,0.11711320765327023,0.09933741877406632
-73.25,4.25,1982-12-16,90.9,8.0,-0.994951962429471,-0.19812042663081872
-73.25,4.75,1980-01-16,34.4,8.0,-1.81482947691218,
-73.25,4.75,1980-02-15,86.5,8.0,-1.0237553073053143,
-73.25,4.75,1980-03-16,80.9,8.0,-1.087458006335267,-1.775566352586488
-73.25,4.75,1980-04-16,228.2,8.0,0.049280290298587624,-0.9378202078341185
-73.25,4.75,1980-05-16,287.4,8.0,0.35531270573043877,-0.3419266548184272
-73.25,4.75,1980-06-16,703.8,8.0,1.8078461386803173,0.9020655565571362
-73.25,4.75,1980-07-16,334.0,8.0,0.5677908808516442,1.0676412283476997
-73.25,4.75,1980-08-16,461.30002,8.0,1.0638486631599178,1.322309030705181
-73.25,4.75,1980-09-16,354.5,8.0,0.6551026187850844,0.7880245893642681
-73.25,4.75,1980-10-16,234.8,8.0,0.08586772910796707,0.6174557246600267
